"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","reLL","weights","model_id","Nparam"
"1549"," ","X"," ","X"," "," ","X"," "," "," ","X",830.183348999061,60.01123069099,9.30522393987124e-14,2.62741835923928e-14,394,4
"1550"," "," "," ","X","X"," ","X"," "," "," ","X",830.212270356066,60.0401520479955,9.17163232870114e-14,2.58969749898951e-14,500,4
"1551","X"," ","X","X","X","X"," ","X"," ","X","X",830.225551893421,60.0534335853501,9.11092742670823e-14,2.57255689334448e-14,1908,8
"1552","X"," ","X","X","X","X","X","X","X"," "," ",830.279302890693,60.1071845826216,8.86932780617393e-14,2.50433894580459e-14,1900,8
"1553","X","X","X"," "," "," "," "," "," "," "," ",830.304370690237,60.1322523821659,8.75885431848178e-14,2.47314570729178e-14,67,3
"1554"," "," ","X","X","X","X"," "," "," "," "," ",830.342107953223,60.1699896451523,8.59513615022452e-14,2.4269183275103e-14,436,4
"1555"," "," "," "," ","X"," ","X","X"," "," "," ",830.391133145099,60.2190148370277,8.38700834842845e-14,2.36815146590217e-14,202,3
"1556"," "," "," "," ","X"," ","X"," "," "," ","X",830.409723999202,60.2376056911307,8.30940874362626e-14,2.34624048045523e-14,205,3
"1557"," ","X","X"," ","X"," ","X"," "," "," "," ",830.416378235948,60.2442599278768,8.28180829756275e-14,2.33844723236372e-14,360,4
"1558"," "," "," "," ","X","X","X"," "," "," "," ",830.463068649543,60.2909503414717,8.09070709779293e-14,2.28448799355417e-14,197,3
"1559","X","X"," "," "," "," "," ","X"," "," "," ",830.466087710118,60.2939694020473,8.07850314381543e-14,2.28104209123704e-14,72,3
"1560"," ","X"," "," ","X","X","X"," "," "," "," ",830.475504617469,60.3033863093981,8.04055529395001e-14,2.27032715540376e-14,401,4
"1561","X","X"," "," ","X","X"," "," "," "," "," ",830.539832636109,60.3677143280383,7.78605363567459e-14,2.19846619496577e-14,247,4
"1562"," "," ","X","X","X","X","X","X","X"," ","X",830.548721128196,60.3766028201255,7.75152727625561e-14,2.18871734945691e-14,1973,8
"1563","X"," ","X"," "," "," "," ","X","X"," ","X",830.549763583082,60.377645275011,7.74748802029311e-14,2.18757682717157e-14,699,5
"1564"," ","X","X","X"," ","X","X","X"," ","X","X",830.560041058199,60.3879227501282,7.7077778301257e-14,2.17636427781554e-14,1953,8
"1565"," ","X"," "," "," "," ","X","X"," "," "," ",830.610244014147,60.4381257060759,7.51670929830011e-14,2.12241426311032e-14,138,3
"1566","X","X","X","X","X","X","X","X","X"," "," ",830.614950774449,60.4428324663784,7.49904042278003e-14,2.11742528829052e-14,1981,9
"1567"," ","X"," ","X"," ","X"," "," "," "," ","X",830.63199431528,60.459876007209,7.43540684243492e-14,2.09945774249654e-14,390,4
"1568","X","X"," "," "," ","X"," "," "," "," "," ",830.640003584825,60.4678852767539,7.40569029531922e-14,2.09106699317449e-14,70,3
"1569","X","X"," ","X","X"," "," "," "," "," ","X",830.660614289994,60.4884959819234,7.32976394156443e-14,2.06962846605311e-14,595,5
"1570","X","X"," ","X","X","X","X","X"," ","X","X",830.668101704818,60.4959833967475,7.30237475051552e-14,2.06189486782145e-14,2011,9
"1571","X","X"," ","X","X"," ","X"," "," "," "," ",830.691300762299,60.5191824542283,7.2181600145979e-14,2.03811603727441e-14,591,5
"1572","X","X"," "," ","X"," "," "," "," "," ","X",830.723699545358,60.5515812372876,7.10217221672444e-14,2.0053657809077e-14,252,4
"1573","X","X","X"," ","X","X"," ","X","X"," ","X",830.727220124759,60.5551018166876,7.08968133313574e-14,2.00183886128963e-14,1858,8
"1574"," ","X"," ","X","X"," "," ","X"," "," ","X",830.740985721669,60.5688674135977,7.0410520302307e-14,1.98810791573955e-14,839,5
"1575"," "," "," ","X","X"," ","X","X"," "," "," ",830.744089489704,60.5719711816336,7.03013360836896e-14,1.98502499562512e-14,497,4
"1576"," ","X"," ","X","X","X"," ","X"," "," "," ",830.774512916666,60.6023946085953,6.92400249475239e-14,1.95505786767585e-14,829,5
"1577"," ","X"," "," ","X"," ","X"," "," "," ","X",830.789595550994,60.6174772429232,6.87198279097419e-14,1.94036961023764e-14,409,4
"1578","X"," "," "," ","X"," ","X"," "," "," "," ",830.877937699341,60.7058193912702,6.5750462106938e-14,1.85652674653014e-14,92,3
"1579"," "," "," ","X","X"," "," ","X"," "," ","X",830.880664626194,60.7085463181229,6.56608748449464e-14,1.85399716509898e-14,503,4
"1580"," "," "," ","X","X","X","X"," "," "," "," ",830.883497788567,60.7113794804959,6.5567926734767e-14,1.85137268692715e-14,492,4
"1581","X"," "," ","X","X"," "," "," "," "," ","X",830.908664524715,60.7365462166445,6.47480307240174e-14,1.82822214433698e-14,301,4
"1582","X","X","X","X","X"," ","X","X"," ","X","X",831.028898720673,60.856780412602,6.0970259043177e-14,1.72155317284964e-14,1993,9
"1583","X","X"," "," "," "," "," "," "," "," ","X",831.031261912506,60.8591436044346,6.08982593797065e-14,1.7195201939672e-14,75,3
"1584","X"," ","X","X","X","X","X"," ","X"," ","X",831.072067700515,60.8999493924438,5.9668348187491e-14,1.68479248330121e-14,1904,8
"1585"," "," ","X"," "," ","X"," ","X","X"," ","X",831.081527737018,60.909409428947,5.93867822425072e-14,1.67684220141689e-14,960,5
"1586","X","X","X","X","X","X","X"," "," ","X","X",831.203830853981,61.0317125459098,5.58639975650017e-14,1.57737303015208e-14,1986,9
"1587","X"," ","X","X","X"," ","X","X","X"," ","X",831.245418350928,61.0733000428567,5.47143696108843e-14,1.54491219296577e-14,1911,8
"1588"," ","X"," "," ","X","X"," ","X"," "," "," ",831.276027498279,61.1039091902079,5.38833648175575e-14,1.52144798334856e-14,402,4
"1589","X"," "," "," "," ","X"," ","X","X"," ","X",831.310305334893,61.1381870268217,5.29677311286148e-14,1.4955941964842e-14,764,5
"1590"," ","X","X","X","X","X","X","X"," ","X","X",831.320425493743,61.1483071856717,5.27003871634228e-14,1.48804548570715e-14,2028,9
"1591"," ","X","X","X","X"," ","X"," "," "," "," ",831.346387856254,61.1742695481834,5.2020695033381e-14,1.4688537328526e-14,773,5
"1592","X"," "," ","X","X","X","X","X","X"," ","X",831.352888276861,61.1807699687904,5.18518913067946e-14,1.46408739930483e-14,1929,8
"1593","X","X","X","X","X"," ","X","X","X"," ","X",831.363130866661,61.1910125585899,5.15870212979245e-14,1.45660854303427e-14,1992,9
"1594","X"," ","X","X"," ","X","X"," "," ","X","X",831.364852311848,61.1927340037772,5.1542638286625e-14,1.45535534655582e-14,1637,7
"1595"," "," "," ","X","X","X"," "," "," "," ","X",831.366552296572,61.1944339885014,5.14988460519292e-14,1.45411883121588e-14,496,4
"1596","X","X"," ","X","X","X"," "," "," "," "," ",831.368560529597,61.1964422215265,5.14471611633989e-14,1.45265945929859e-14,590,5
"1597","X"," "," ","X","X"," ","X"," "," "," "," ",831.55636722021,61.3842489121387,4.68359906728396e-14,1.3224586808674e-14,297,4
"1598","X"," ","X","X"," ","X","X","X"," ","X"," ",831.622666551213,61.4505482431421,4.53088452739864e-14,1.27933828006777e-14,1633,7
"1599"," ","X"," ","X","X","X","X"," "," "," "," ",831.656266867527,61.484148559456,4.4554007954672e-14,1.25802473142218e-14,828,5
"1600","X","X"," ","X","X","X","X","X","X"," ","X",831.667464559952,61.4953462518815,4.43052539335351e-14,1.25100092537202e-14,2010,9
"1601"," ","X"," ","X","X"," ","X"," "," "," ","X",831.794779810132,61.6226615020612,4.15727807358897e-14,1.17384694936871e-14,836,5
"1602"," ","X","X"," ","X"," "," ","X"," "," "," ",831.800061071094,61.6279427630233,4.14631471984329e-14,1.1707513423101e-14,361,4
"1603"," ","X","X"," "," "," ","X"," "," "," "," ",831.819198877943,61.6470805698721,4.10682825709041e-14,1.15960196451449e-14,115,3
"1604"," "," ","X","X"," ","X","X","X"," ","X","X",831.973073599701,61.8009552916304,3.80270880462058e-14,1.07373094862231e-14,1797,7
"1605"," ","X"," "," "," ","X","X"," "," "," "," ",831.976584397391,61.8044660893202,3.79603938943207e-14,1.07184777589859e-14,133,3
"1606"," ","X","X","X","X"," "," "," "," "," ","X",832.039150114609,61.8670318065379,3.67912664264942e-14,1.03883635142232e-14,777,5
"1607"," ","X","X","X","X","X"," "," "," "," "," ",832.060103137037,61.8879848289663,3.6407834333535e-14,1.02800978209876e-14,772,5
"1608","X"," ","X"," "," ","X","X"," "," ","X","X",832.065813358105,61.8936950500337,3.63040341931695e-14,1.02507888654751e-14,1210,6
"1609"," ","X"," "," "," "," ","X"," "," "," ","X",832.138989942468,61.9668716343972,3.49997380687737e-14,9.88250846671557e-15,141,3
"1610","X","X","X","X","X","X"," ","X"," ","X","X",832.19139444877,62.0192761406987,3.40945764946125e-14,9.62692749914328e-15,1989,9
"1611"," ","X","X","X","X","X","X","X","X"," ","X",832.1969563512,62.0248380431286,3.3999892856996e-14,9.60019267476928e-15,2027,9
"1612"," "," "," ","X","X","X"," ","X"," "," "," ",832.219043215843,62.0469249077719,3.36264829995319e-14,9.49475685491563e-15,493,4
"1613","X"," ","X"," "," ","X","X","X"," ","X"," ",832.252208203258,62.080089895187,3.30734698971253e-14,9.33860835300402e-15,1206,6
"1614","X"," "," ","X","X"," "," ","X"," "," "," ",832.261922061046,62.089803752975,3.29132238723461e-14,9.29336136591154e-15,298,4
"1615"," ","X"," "," ","X"," "," ","X"," "," ","X",832.26664397986,62.0945256717894,3.28356087459574e-14,9.27144599779724e-15,412,4
"1616","X","X","X","X","X","X"," ","X","X"," ","X",832.437543193306,62.2654248852351,3.01463529485639e-14,8.51210908119851e-15,1988,9
"1617","X"," ","X","X","X","X"," ","X","X"," ","X",832.527745500897,62.3556271928258,2.88169224167735e-14,8.13673174378781e-15,1907,8
"1618","X"," ","X","X"," "," ","X","X"," ","X","X",832.533252942832,62.3611346347609,2.8737677812134e-14,8.1143562770128e-15,1644,7
"1619"," ","X"," ","X","X","X"," "," "," "," ","X",832.550287266577,62.378168958506,2.84939537503622e-14,8.04553847331185e-15,832,5
"1620","X"," ","X"," ","X"," "," "," "," "," "," ",832.595858631732,62.423740323661,2.78520405525378e-14,7.86428818509738e-15,77,3
"1621"," ","X","X"," ","X","X"," "," "," "," "," ",832.600188112933,62.4280698048618,2.77918133212356e-14,7.84728245430874e-15,359,4
"1622","X"," "," ","X","X","X"," "," "," "," "," ",832.718337649748,62.5462193416771,2.61975717211295e-14,7.3971331966177e-15,296,4
"1623","X"," "," ","X"," ","X","X","X"," ","X","X",832.740132280625,62.5680139725541,2.59136383837185e-14,7.31696192203748e-15,1685,7
"1624","X"," ","X"," ","X","X","X","X"," ","X","X",832.75095823721,62.578839929139,2.57737473767322e-14,7.27746236754818e-15,1923,8
"1625"," ","X"," "," "," ","X"," ","X"," "," "," ",832.826717282305,62.6545989742337,2.48157096882386e-14,7.00695132688364e-15,134,3
"1626","X"," ","X","X"," ","X","X","X","X"," "," ",832.907350775005,62.7352324669339,2.38351209101836e-14,6.73007277189408e-15,1632,7
"1627","X"," ","X","X"," ","X","X"," ","X"," ","X",832.92170555937,62.7495872512994,2.36646593661403e-14,6.68194133591171e-15,1636,7
"1628","X","X","X","X","X","X","X"," ","X"," ","X",832.924090764287,62.7519724562161,2.36364536576464e-14,6.67397718622427e-15,1985,9
"1629"," "," ","X"," ","X","X"," "," "," "," "," ",832.94869448076,62.7765761726893,2.33474625638155e-14,6.59237780608096e-15,155,3
"1630"," ","X"," "," ","X","X"," "," "," "," ","X",832.98955892729,62.817440619219,2.28752624724487e-14,6.459047625388e-15,405,4
"1631","X"," ","X"," ","X","X"," ","X","X"," ","X",832.998558521936,62.8264402138653,2.27725596717979e-14,6.43004851416629e-15,1654,7
"1632"," "," "," "," "," "," ","X"," "," "," "," ",833.019117679019,62.8469993709477,2.25396664290679e-14,6.36428889509152e-15,7,1
"1633","X"," "," "," "," ","X","X","X"," ","X","X",833.055233836215,62.8831155281441,2.21362963665881e-14,6.25039352679352e-15,1272,6
"1634"," "," ","X"," "," ","X","X","X"," ","X","X",833.084559340077,62.9124410320059,2.18140853671009e-14,6.1594141907698e-15,1454,6
"1635","X"," ","X"," "," "," ","X","X"," ","X","X",833.219910038633,63.0477917305623,2.03866551938041e-14,5.7563657237918e-15,1217,6
"1636"," "," ","X","X"," ","X","X","X","X"," ","X",833.255248304888,63.0831299968172,2.00296043477995e-14,5.65554902619953e-15,1796,7
"1637","X"," ","X","X"," ","X"," ","X"," ","X","X",833.278589057312,63.1064707492408,1.97972100318604e-14,5.58993028384288e-15,1640,7
"1638"," ","X","X"," ","X"," "," "," "," "," ","X",833.318710946456,63.1465926383854,1.94040164028874e-14,5.47890832819999e-15,364,4
"1639","X"," "," "," ","X"," "," "," "," "," ","X",833.428271128007,63.2561528199358,1.83696525478845e-14,5.18684586948544e-15,96,3
"1640"," "," ","X"," ","X"," "," ","X"," "," "," ",833.475607854879,63.303489546808,1.79399778418897e-14,5.06552313525288e-15,157,3
"1641"," ","X","X"," "," "," "," ","X"," "," "," ",833.494114575935,63.3219962678636,1.77747384479467e-14,5.01886622295062e-15,116,3
"1642"," ","X","X"," "," ","X"," "," "," "," "," ",833.550593404841,63.3784750967702,1.72798113578559e-14,4.87911885830985e-15,114,3
"1643"," "," "," "," ","X","X"," "," "," "," ","X",833.604660812268,63.4325425041968,1.6818931766582e-14,4.74898512833874e-15,201,3
"1644","X"," ","X","X"," "," ","X","X","X"," ","X",833.674928266534,63.5028099584628,1.62382799656532e-14,4.58503257739059e-15,1643,7
"1645"," "," ","X"," ","X"," "," "," "," "," ","X",833.67778834518,63.5056700371091,1.62150751825923e-14,4.57848048649732e-15,160,3
"1646"," ","X"," "," "," "," "," ","X"," "," ","X",833.83558702646,63.6634687183895,1.49848851396258e-14,4.23112464367938e-15,144,3
"1647"," ","X"," "," "," ","X"," "," "," "," ","X",833.867338889201,63.6952205811299,1.47488646117095e-14,4.16448200592969e-15,137,3
"1648","X"," ","X","X"," "," "," "," "," "," "," ",833.911460838596,63.7393425305247,1.44270530724817e-14,4.07361546130424e-15,76,3
"1649","X"," "," "," ","X","X"," "," "," "," "," ",833.95427624813,63.782157940059,1.41214854006882e-14,3.98733552693101e-15,91,3
"1650"," "," "," "," ","X","X"," ","X"," "," "," ",833.966955168915,63.7948368608442,1.40322459671022e-14,3.96213792527337e-15,198,3
"1651"," "," ","X","X"," "," ","X"," "," "," "," ",833.98358052236,63.8114622142892,1.39160839203622e-14,3.92933846808421e-15,150,3
"1652"," "," "," "," ","X"," "," ","X"," "," ","X",834.243428708727,64.0713104006563,1.22205772966893e-14,3.45059606918697e-15,208,3
"1653","X","X","X"," ","X","X","X","X"," ","X","X",834.258383719073,64.0862654110023,1.21295386618553e-14,3.42489044596837e-15,2004,9
"1654"," ","X","X"," "," "," "," "," "," "," ","X",834.325971150525,64.1538528424544,1.17264851749458e-14,3.31108446578946e-15,119,3
"1655"," "," ","X","X"," "," "," "," "," "," ","X",834.386295385705,64.2141770776341,1.13780704273663e-14,3.21270625261206e-15,154,3
"1656","X"," ","X","X"," ","X"," ","X","X"," ","X",834.386857419933,64.214739111862,1.13748734440772e-14,3.21180355401585e-15,1639,7
"1657","X"," "," ","X"," ","X","X","X","X"," ","X",834.451314746494,64.2791964384228,1.10141209879016e-14,3.10994167163436e-15,1684,7
"1658","X"," "," "," ","X"," "," ","X"," "," "," ",834.521567208878,64.3494489008066,1.06339524600144e-14,3.00259747699377e-15,93,3
"1659"," "," ","X","X"," "," "," ","X"," "," "," ",834.546375407321,64.3742570992501,1.05028625654154e-14,2.96558300017883e-15,151,3
"1660"," "," ","X","X"," ","X"," "," "," "," "," ",834.58943570144,64.4173173933692,1.02791512997219e-14,2.90241599952954e-15,149,3
"1661"," "," ","X"," "," "," "," "," "," "," "," ",834.954196669994,64.7820783619231,8.5654546608791e-15,2.41853747708266e-15,3,1
"1662","X","X"," "," ","X"," ","X","X"," "," "," ",835.01625061415,64.8441323060792,8.30377509292205e-15,2.34464976567121e-15,616,5
"1663","X","X","X","X"," "," "," ","X"," "," "," ",835.114902893606,64.9427845855347,7.90411968088526e-15,2.23180326420707e-15,565,5
"1664","X"," ","X"," "," ","X","X","X","X"," "," ",835.220895348559,65.0487770404878,7.49613740092019e-15,2.11660559249587e-15,1205,6
"1665","X"," ","X"," "," ","X","X"," ","X"," ","X",835.234354446169,65.0622361380982,7.44586113645553e-15,2.1024096117068e-15,1209,6
"1666","X","X","X"," "," ","X","X","X"," ","X","X",835.254877134805,65.0827588267339,7.36984726085696e-15,2.08094637196156e-15,1868,8
"1667","X","X","X"," "," ","X","X","X","X"," ","X",835.478714470803,65.3065961627316,6.58950553810206e-15,1.86060947495669e-15,1867,8
"1668"," "," "," ","X"," "," ","X"," "," "," ","X",835.661634363968,65.4895160558966,6.01356870579566e-15,1.69798824018124e-15,190,3
"1669"," "," "," "," "," ","X"," "," "," "," "," ",835.839590463526,65.6674721554555,5.50160747205516e-15,1.55343112329285e-15,6,1
"1670","X","X"," ","X"," "," ","X","X"," "," "," ",835.853335788775,65.6812174807036,5.46392641293027e-15,1.5427915183591e-15,601,5
"1671","X"," ","X"," "," ","X"," ","X"," ","X","X",835.87794898397,65.7058306758986,5.39709613937066e-15,1.52392135587423e-15,1213,6
"1672","X"," ","X","X","X","X","X","X"," ","X","X",835.886206208354,65.7140879002835,5.37485955714404e-15,1.51764264568235e-15,2019,9
"1673","X","X","X","X"," "," ","X"," "," "," "," ",836.028674613986,65.8565563059148,5.00530445933647e-15,1.41329525382974e-15,564,5
"1674"," "," ","X"," "," ","X","X","X","X"," ","X",836.029090396345,65.8569720882737,5.00426400884287e-15,1.4130014727508e-15,1453,6
"1675","X"," "," ","X"," "," "," "," "," "," ","X",836.031155277443,65.859036969372,4.99910006994998e-15,1.41154338555797e-15,90,3
"1676"," "," "," "," "," "," "," "," "," "," ","X",836.032966484083,65.8608481760118,4.9945749176359e-15,1.41026566582278e-15,11,1
"1677","X"," ","X"," "," "," ","X","X","X"," ","X",836.054988169977,65.8828698619066,4.93988209722944e-15,1.39482262851566e-15,1216,6
"1678","X","X"," ","X"," "," "," ","X"," "," ","X",836.060036919731,65.8879186116603,4.92742770935412e-15,1.39130601380889e-15,607,5
"1679","X","X","X"," ","X","X","X","X","X"," ","X",836.152225248472,65.9801069404008,4.70545712082589e-15,1.32863050988993e-15,2003,9
"1680","X","X","X","X"," "," "," "," "," "," ","X",836.197257395378,66.0251390873071,4.60069257183677e-15,1.29904924444268e-15,568,5
"1681","X"," "," "," "," "," "," "," "," "," "," ",836.26988315597,66.0977648478993,4.43662508297044e-15,1.25272323066943e-15,1,1
"1682","X"," "," "," "," ","X","X","X","X"," ","X",836.331075213795,66.1589569057245,4.30293755614316e-15,1.21497528772286e-15,1271,6
"1683","X","X","X"," ","X"," ","X"," "," "," "," ",836.355955840382,66.1838375323115,4.24973925272817e-15,1.19995424148302e-15,570,5
"1684","X","X","X","X"," ","X"," "," "," "," "," ",836.379443259632,66.2073249515611,4.20012345594588e-15,1.1859447500171e-15,563,5
"1685"," "," "," ","X"," ","X"," "," "," "," ","X",836.385985473716,66.213867165645,4.18640684900769e-15,1.18207173576954e-15,186,3
"1686"," "," "," ","X"," "," "," ","X"," "," ","X",836.386231209803,66.2141129017316,4.18589250498848e-15,1.18192650585054e-15,193,3
"1687","X","X"," "," "," "," ","X","X"," "," "," ",836.410790918992,66.2386726109213,4.13480467124267e-15,1.16750137076676e-15,258,4
"1688","X","X"," ","X"," ","X"," ","X"," "," "," ",836.508250508636,66.3361322005651,3.93814694689293e-15,1.11197319446691e-15,597,5
"1689","X","X","X","X"," ","X","X","X","X"," ","X",836.59544196588,66.4233236578085,3.77014916129108e-15,1.06453742408093e-15,1997,9
"1690"," "," "," ","X"," ","X","X"," "," "," "," ",836.65283847263,66.4807201645594,3.66349024782391e-15,1.03442126683087e-15,182,3
"1691"," "," "," "," "," "," "," ","X"," "," "," ",836.671867567759,66.4997492596877,3.62879909263889e-15,1.02462588967227e-15,8,1
"1692"," ","X"," "," ","X","X","X","X"," "," "," ",836.677311278469,66.5051929703978,3.61893545618161e-15,1.02184079823501e-15,863,5
"1693"," ","X","X"," ","X"," ","X","X"," "," "," ",836.72468596649,66.5525676584195,3.53421979266782e-15,9.97920526023444e-16,798,5
"1694","X","X"," ","X"," "," ","X"," "," "," ","X",836.761777768254,66.5896594601833,3.46927856089189e-15,9.79583752428067e-16,604,5
"1695","X","X","X","X","X"," "," ","X"," "," "," ",836.806507988461,66.6343896803897,3.39254899480122e-15,9.57918430674847e-16,1026,6
"1696"," ","X","X","X"," "," ","X","X"," "," "," ",836.858912413353,66.6867941052824,3.30481118732569e-15,9.33144827411754e-16,783,5
"1697","X","X"," "," ","X"," ","X"," "," "," ","X",836.881256257431,66.7091379493604,3.2680955682819e-15,9.22777823654525e-16,619,5
"1698","X","X","X"," "," "," ","X"," "," "," "," ",836.93798785717,66.7658695490989,3.17669586469813e-15,8.96970249245056e-16,235,4
"1699","X","X"," "," ","X","X","X"," "," "," "," ",836.99710351172,66.8249852036492,3.08417374938952e-15,8.70845751224552e-16,611,5
"1700"," "," ","X","X","X"," ","X","X"," "," "," ",837.040865399546,66.868747091475,3.01742207462279e-15,8.51997781855369e-16,903,5
"1701","X","X"," ","X","X"," ","X","X"," "," "," ",837.074703749779,66.9025854417076,2.96679923805645e-15,8.37703943141692e-16,1085,6
"1702","X","X"," ","X"," ","X","X"," "," "," "," ",837.153317542897,66.9811992348265,2.85244573097166e-15,8.05415144301442e-16,596,5
"1703","X","X"," ","X"," ","X"," "," "," "," ","X",837.160349843407,66.9882315353364,2.84243371537823e-15,8.02588156605806e-16,600,5
"1704"," ","X"," "," ","X"," ","X","X"," "," ","X",837.162590649319,66.9904723412482,2.83925082763293e-15,8.01689438020264e-16,875,5
"1705","X"," ","X"," ","X","X","X","X","X"," ","X",837.192115029605,67.0199967215339,2.79764511831295e-15,7.89941670828107e-16,1922,8
"1706"," ","X"," ","X"," ","X","X","X"," "," "," ",837.20541094707,67.033292638999,2.77910817370992e-15,7.84707588457933e-16,843,5
"1707"," "," "," ","X"," "," ","X","X"," "," "," ",837.261167919597,67.0890496115259,2.70270085352465e-15,7.6313325589675e-16,187,3
"1708","X"," "," ","X"," "," ","X"," "," "," "," ",837.288945533846,67.1168272257746,2.66542303411288e-15,7.52607509525916e-16,86,3
"1709","X","X","X"," ","X"," "," ","X"," "," "," ",837.321445024252,67.149326716181,2.62246059862831e-15,7.40476657815179e-16,571,5
"1710","X","X","X","X"," ","X","X","X"," ","X","X",837.346064699588,67.1739463915173,2.59037641506137e-15,7.31417383853616e-16,1998,9
"1711"," "," ","X","X","X","X","X"," "," "," "," ",837.375637548364,67.2035192402926,2.55235579728738e-15,7.20681901310207e-16,898,5
"1712"," ","X"," ","X"," "," ","X","X"," "," ","X",837.424486811789,67.2523685037179,2.49077060633126e-15,7.03292737715548e-16,855,5
"1713","X"," ","X","X","X"," ","X"," "," "," "," ",837.498621059441,67.3265027513703,2.40013508029318e-15,6.7770093609416e-16,647,5
"1714"," ","X","X","X"," ","X"," ","X"," "," "," ",837.551247645205,67.3791293371339,2.33780329665612e-15,6.60100964964997e-16,779,5
"1715","X","X"," "," "," "," ","X"," "," "," ","X",837.562362085039,67.3902437769676,2.32484764166834e-15,6.56442812728057e-16,261,4
"1716"," ","X","X","X"," "," "," ","X"," "," ","X",837.603986971555,67.4318686634839,2.27696191996883e-15,6.42921824393793e-16,789,5
"1717","X","X"," "," ","X","X"," ","X"," "," "," ",837.607214303105,67.4350959950337,2.27329062736402e-15,6.41885200057363e-16,612,5
"1718"," ","X","X","X","X"," ","X","X"," "," "," ",837.617560618356,67.4454423102854,2.26156090263557e-15,6.38573200872871e-16,1281,6
"1719","X"," ","X"," ","X"," ","X"," "," "," "," ",837.680294072469,67.5081757643981,2.19172414018766e-15,6.18854127695144e-16,276,4
"1720","X","X"," ","X","X"," "," ","X"," "," ","X",837.692444014644,67.5203257065733,2.17844984072098e-15,6.15106003163142e-16,1091,6
"1721","X","X"," "," "," ","X","X"," "," "," "," ",837.716547676554,67.5444293684827,2.15235310409759e-15,6.0773734171409e-16,253,4
"1722"," "," ","X"," ","X"," ","X","X"," "," "," ",837.717406576168,67.5452882680971,2.15142897491976e-15,6.0747640506347e-16,462,4
"1723"," "," ","X","X","X"," ","X"," "," "," ","X",837.780232884033,67.6081145759621,2.0848962773305e-15,5.88690265980164e-16,906,5
"1724"," ","X"," ","X","X","X","X","X"," "," "," ",837.83976539044,67.6676470823692,2.02375127034145e-15,5.71425392509415e-16,1346,6
"1725","X"," ","X","X","X"," "," ","X"," "," "," ",837.849276867898,67.677158559827,2.01414968745377e-15,5.68714294386485e-16,648,5
"1726"," "," ","X"," ","X","X","X"," "," "," "," ",837.911672295874,67.7395539878027,1.95228289070881e-15,5.51245616722689e-16,457,4
"1727","X"," ","X","X","X"," "," "," "," "," ","X",837.942653358516,67.7705350504451,1.92227401819856e-15,5.42772326549021e-16,651,5
"1728","X"," "," ","X"," ","X"," "," "," "," "," ",838.022823290644,67.8507049825733,1.84674365863575e-15,5.2144561214885e-16,85,3
"1729","X"," "," ","X"," "," "," ","X"," "," "," ",838.02669235433,67.854574046259,1.84317452763445e-15,5.20437834111487e-16,87,3
"1730"," "," "," ","X"," ","X"," ","X"," "," "," ",838.030942361983,67.8588240539119,1.83926193332168e-15,5.19333075945959e-16,183,3
"1731","X","X","X","X","X"," ","X"," "," "," "," ",838.107270228849,67.9351519207776,1.77039101483065e-15,4.99886717982916e-16,1025,6
"1732"," "," "," ","X","X"," ","X","X"," "," ","X",838.109799977106,67.9376816690348,1.76815310867166e-15,4.99254823923583e-16,980,5
"1733","X","X"," "," ","X"," "," ","X"," "," ","X",838.1202185132,67.948100205129,1.75896627429649e-15,4.96660833982385e-16,622,5
"1734"," ","X"," ","X"," ","X"," ","X"," "," ","X",838.139313305273,67.9671949972018,1.74225263946424e-15,4.91941580443553e-16,849,5
"1735","X","X"," ","X","X","X"," ","X"," "," "," ",838.181190733031,68.0090724249604,1.70615138583022e-15,4.81748048594936e-16,1081,6
"1736","X","X","X"," "," "," "," ","X"," "," "," ",838.184049009641,68.0119307015698,1.70371480105419e-15,4.81060055741056e-16,236,4
"1737"," ","X"," ","X","X"," ","X","X"," "," ","X",838.196016283586,68.023897975515,1.69355082926436e-15,4.78190161770106e-16,1358,6
"1738"," "," ","X","X","X"," "," ","X"," "," ","X",838.204298391159,68.0321800830877,1.68655224494861e-15,4.76214045016902e-16,909,5
"1739"," ","X","X","X"," ","X","X"," "," "," "," ",838.218778651936,68.0466603438654,1.6743854844019e-15,4.72778644618217e-16,778,5
"1740"," "," "," ","X","X","X","X"," "," "," ","X",838.257547078966,68.0854287708953,1.64224138916813e-15,4.63702454028491e-16,971,5
"1741","X","X","X"," ","X","X"," "," "," "," "," ",838.278484282512,68.1063659744412,1.62513909280361e-15,4.58873458214565e-16,569,5
"1742"," "," "," "," ","X","X","X","X"," "," "," ",838.299784697517,68.1276663894462,1.60792286517488e-15,4.54012292826082e-16,527,4
"1743","X"," "," "," ","X"," ","X"," "," "," ","X",838.318056343685,68.1459380356142,1.59330006371487e-15,4.49883405948367e-16,325,4
"1744"," "," ","X","X","X","X"," ","X"," "," "," ",838.385118802892,68.2130004948209,1.54076053358911e-15,4.35048370603681e-16,899,5
"1745","X","X"," "," "," ","X"," ","X"," "," "," ",838.385337438466,68.2132191303954,1.54059211026292e-15,4.35000814677868e-16,254,4
"1746"," "," "," "," ","X"," ","X","X"," "," ","X",838.38628849434,68.2141701862693,1.53985968983205e-15,4.34794008812776e-16,539,4
