"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","reLL","weights","model_id","Nparam"
"1149","X","X"," ","X","X","X"," "," ","X"," ","X",817.691867545636,47.5197492375648,4.79973834107561e-11,1.35525170789831e-11,1564,7
"1150"," ","X"," ","X","X","X","X"," ","X"," ","X",817.758624681976,47.5865063739049,4.64217420884752e-11,1.3107619786399e-11,1756,7
"1151"," ","X","X","X","X"," ","X"," ","X"," ","X",817.78687910443,47.6147607963592,4.57705429765483e-11,1.29237475321413e-11,1710,7
"1152","X","X"," "," ","X","X","X","X"," ","X"," ",817.823446212532,47.6513279044614,4.49412986472776e-11,1.26896025197161e-11,1592,7
"1153","X"," "," "," ","X"," ","X","X"," ","X","X",817.827056163738,47.6549378556672,4.48602538635881e-11,1.26667187552884e-11,1267,6
"1154"," "," ","X"," ","X"," ","X","X"," ","X","X",817.8399651346,47.6678468265296,4.45716364490254e-11,1.25852248870357e-11,1449,6
"1155","X","X","X"," ","X","X","X","X","X","X","X",817.923335293207,47.7512169851365,4.27518565863537e-11,1.20713927587759e-11,2043,10
"1156","X"," "," ","X"," "," ","X"," ","X"," ","X",817.949760865586,47.7776425575147,4.21907008253854e-11,1.19129450998815e-11,731,5
"1157"," "," "," ","X"," "," ","X","X","X"," ","X",818.034234643251,47.8621163351804,4.04458057479944e-11,1.14202574019918e-11,999,5
"1158"," "," "," ","X"," ","X","X","X","X"," "," ",818.078357494505,47.9062391864343,3.95632842475755e-11,1.11710690742732e-11,988,5
"1159","X","X","X"," ","X"," ","X","X"," ","X"," ",818.09499241367,47.9228741055986,3.9235582940298e-11,1.10785394976986e-11,1532,7
"1160","X"," "," ","X"," ","X","X"," ","X"," "," ",818.228140479324,48.0560221712531,3.67085621999986e-11,1.03650111903581e-11,718,5
"1161","X","X","X"," ","X","X","X"," "," ","X"," ",818.265129644803,48.0930113367323,3.60358922083129e-11,1.01750764292728e-11,1523,7
"1162","X","X","X"," "," "," ","X","X","X"," "," ",818.442801005087,48.2706826970165,3.29726940998666e-11,9.31015334949249e-12,1070,6
"1163","X"," "," ","X"," ","X"," ","X"," ","X"," ",818.458273069023,48.2861547609517,3.27186003899929e-11,9.23840757716039e-12,722,5
"1164","X","X","X"," "," "," ","X","X"," ","X"," ",818.501840180642,48.329721872571,3.20135797395673e-11,9.03933830031754e-12,1071,6
"1165"," ","X","X","X","X","X"," "," ","X"," ","X",818.531943518975,48.3598252109042,3.15353301845574e-11,8.9042999961079e-12,1704,7
"1166","X","X","X"," "," ","X","X"," "," ","X"," ",818.549989462511,48.3778711544397,3.12520676473456e-11,8.82431812833512e-12,1062,6
"1167","X"," ","X"," "," ","X"," "," "," ","X"," ",818.628588335796,48.4564700277252,3.0047699492659e-11,8.48425334092598e-12,284,4
"1168"," "," ","X"," "," ","X","X"," ","X"," "," ",818.676472118757,48.5043538106866,2.93368442968387e-11,8.28353662477517e-12,473,4
"1169","X"," "," ","X"," "," "," ","X","X"," ","X",818.683614163905,48.5114958558344,2.92322685958328e-11,8.25400868234963e-12,734,5
"1170","X"," ","X"," "," "," ","X"," ","X"," "," ",818.700153170933,48.5280348628623,2.8991529018256e-11,8.18603357610737e-12,287,4
"1171","X"," "," ","X"," ","X"," "," ","X"," ","X",818.707971867003,48.5358535589326,2.88784122916437e-11,8.15409399398031e-12,725,5
"1172","X","X"," "," "," ","X","X","X"," ","X"," ",818.75712891502,48.5850106069489,2.81772752943501e-11,7.95612130348571e-12,1136,6
"1173","X"," ","X"," "," "," "," "," "," ","X","X",818.838533121081,48.66641481301,2.70534275638843e-11,7.6387922226279e-12,295,4
"1174","X","X"," "," ","X"," ","X","X"," ","X","X",818.86220309143,48.690084783359,2.67351378419611e-11,7.54892009656818e-12,1603,7
"1175","X"," ","X"," "," "," "," ","X"," ","X"," ",818.864352358895,48.6922340508237,2.67064227928409e-11,7.54081212971726e-12,291,4
"1176"," "," "," ","X"," ","X"," ","X","X"," ","X",818.892129366193,48.7200110581217,2.63380743675462e-11,7.43680545330946e-12,995,5
"1177"," ","X","X"," ","X","X","X","X"," ","X"," ",818.920782441512,48.7486641334415,2.59634310320881e-11,7.33102134922881e-12,1732,7
"1178","X"," "," ","X"," "," ","X","X","X"," "," ",818.98114224074,48.8090239326689,2.51915633205021e-11,7.11307716976254e-12,727,5
"1179","X","X"," "," ","X","X","X"," "," ","X","X",818.985725234071,48.8136069260001,2.51339030265677e-11,7.09679623812012e-12,1596,7
"1180","X","X"," "," "," ","X","X","X","X"," "," ",819.065975460332,48.8938571522609,2.41453675011073e-11,6.81767384352347e-12,1135,6
"1181"," "," ","X","X","X","X","X","X"," ","X"," ",819.107626677119,48.9355083690481,2.36477253688271e-11,6.67715986093339e-12,1781,7
"1182","X","X","X"," "," "," ","X"," "," ","X","X",819.171496649396,48.9993783413247,2.29044667303371e-11,6.46729372498106e-12,1075,6
"1183","X"," ","X","X","X","X","X"," "," ","X"," ",819.302439494077,49.1303211860057,2.14529147715044e-11,6.0574342427514e-12,1614,7
"1184","X","X","X"," ","X"," ","X"," "," ","X","X",819.321037944162,49.1489196360909,2.1254343997341e-11,6.00136589866678e-12,1536,7
"1185","X","X"," "," "," "," ","X","X"," ","X","X",819.321562434551,49.1494441264797,2.12487708785615e-11,5.99979227564662e-12,1147,6
"1186","X","X"," "," "," ","X","X"," "," ","X","X",819.353499977479,49.1813816694078,2.09121489847874e-11,5.90474388674818e-12,1140,6
"1187"," ","X"," "," ","X","X","X","X"," ","X","X",819.392699114781,49.2205808067104,2.05062704005729e-11,5.79014021351276e-12,1775,7
"1188","X","X"," "," "," "," ","X","X","X"," ","X",819.414834284576,49.2427159765048,2.02805668126914e-11,5.72641066177086e-12,1146,6
"1189"," "," ","X"," "," "," ","X","X","X"," "," ",819.419459216967,49.2473409088957,2.0233722870903e-11,5.71318382988919e-12,482,4
"1190","X","X","X"," ","X"," ","X","X","X"," "," ",819.423741062768,49.251622754697,2.01904503683176e-11,5.70096542778755e-12,1531,7
"1191"," "," "," "," "," ","X","X"," ","X"," ","X",819.476797987125,49.3046796790536,1.96618709677032e-11,5.55171601364511e-12,551,4
"1192"," "," ","X"," "," "," ","X"," ","X"," ","X",819.493778573289,49.3216602652178,1.94956425830446e-11,5.50477985042102e-12,486,4
"1193","X","X","X"," "," ","X","X"," ","X"," "," ",819.528556046817,49.3564377387463,1.9159568406944e-11,5.40988611480983e-12,1061,6
"1194"," "," ","X"," "," ","X"," ","X"," ","X"," ",819.531024384615,49.3589060765443,1.91359368491648e-11,5.40321352002138e-12,477,4
"1195","X"," "," "," "," ","X"," "," "," ","X","X",819.535430820462,49.3633125123906,1.90938226205692e-11,5.39132216758192e-12,341,4
"1196"," "," ","X"," "," ","X"," "," "," ","X","X",819.579351422305,49.4072331142344,1.8679087056189e-11,5.27421764187427e-12,481,4
"1197"," "," ","X","X","X","X","X"," "," ","X","X",819.606467188558,49.4343488804869,1.8427547204014e-11,5.20319297551959e-12,1785,7
"1198","X"," "," "," "," ","X","X"," ","X"," "," ",819.615669627591,49.44355131952,1.83429527821767e-11,5.17930693704692e-12,333,4
"1199","X","X","X","X"," "," ","X","X","X"," "," ",819.61984655309,49.4477282450191,1.8304684183755e-11,5.16850143481235e-12,1511,7
"1200"," "," "," "," "," ","X","X","X","X"," "," ",819.738533467562,49.5664151594907,1.72500240241923e-11,4.87070812173366e-12,547,4
"1201"," "," "," ","X","X","X","X","X"," ","X","X",819.747461638179,49.5753433301081,1.71731900696307e-11,4.84901332490423e-12,1810,7
"1202","X"," "," "," "," "," "," ","X"," ","X","X",819.756633725106,49.5845154170354,1.70946133893151e-11,4.82682645290593e-12,350,4
"1203","X","X"," "," ","X","X","X","X","X"," "," ",819.766473960062,49.5943556519911,1.70107124536839e-11,4.80313622685019e-12,1591,7
"1204","X"," "," "," "," "," ","X"," ","X"," ","X",819.773811936582,49.6016936285114,1.69484147041357e-11,4.78554586556926e-12,346,4
"1205","X"," "," ","X"," ","X"," ","X","X"," "," ",819.844263925555,49.6721456174839,1.63617829447034e-11,4.6199048165408e-12,721,5
"1206","X"," ","X"," "," ","X","X","X","X","X","X",819.88145461774,49.7093363096693,1.60603413199859e-11,4.53478991074813e-12,1927,8
"1207","X"," ","X","X","X","X","X","X","X","X","X",819.889798766106,49.7176804580347,1.59934759651991e-11,4.51590984274557e-12,2045,10
"1208","X","X","X"," "," "," ","X"," ","X"," ","X",819.900280512274,49.7281622042035,1.59098754486882e-11,4.4923044428818e-12,1074,6
"1209"," "," ","X"," "," "," "," ","X"," ","X","X",819.931391190342,49.7592728822715,1.56643068451742e-11,4.4229658153007e-12,490,4
"1210","X"," "," ","X","X","X","X"," "," ","X","X",819.939246270117,49.7671279620457,1.56029053126493e-11,4.40562850940845e-12,1673,7
"1211","X","X","X","X"," ","X","X","X","X","X","X",820.008241985592,49.8361236775212,1.50738171798181e-11,4.25623544989272e-12,2042,10
"1212","X"," "," "," "," ","X"," ","X"," ","X"," ",820.160128427213,49.9880101191421,1.39714513221305e-11,3.94497197984593e-12,337,4
"1213"," "," "," "," "," ","X"," ","X"," ","X","X",820.172096875867,49.9999785677963,1.3888092690382e-11,3.92143487844222e-12,555,4
"1214"," ","X","X"," ","X"," ","X","X"," ","X","X",820.212781665609,50.040663357538,1.36084297755402e-11,3.84246939823433e-12,1743,7
"1215"," "," "," "," "," "," ","X","X","X"," ","X",820.254324277055,50.0822059689838,1.33286803586149e-11,3.76347949334161e-12,558,4
"1216","X","X"," ","X"," "," "," "," "," "," "," ",820.269370525098,50.0972522170271,1.32287832834343e-11,3.73527260535481e-12,68,3
"1217","X","X","X","X"," "," "," ","X","X"," ","X",820.317692169286,50.1455738612149,1.29129952151739e-11,3.64610684496717e-12,1518,7
"1218","X","X","X","X"," ","X"," ","X","X"," "," ",820.32007009966,50.1479517915892,1.28976512369366e-11,3.64177432697673e-12,1505,7
"1219","X","X"," "," ","X"," ","X","X","X"," ","X",820.348699325716,50.1765810176446,1.2714341484725e-11,3.59001507738741e-12,1602,7
"1220","X"," ","X","X","X"," ","X","X"," ","X"," ",820.395217820279,50.2230995122085,1.24220281443983e-11,3.50747762939175e-12,1623,7
"1221","X"," "," "," "," "," ","X","X","X"," "," ",820.42516232138,50.253044013309,1.22374278163084e-11,3.45535397344549e-12,342,4
"1222","X"," ","X"," ","X","X"," "," "," ","X","X",820.43337018534,50.2612518772692,1.21873091570661e-11,3.44120249398786e-12,1194,6
"1223","X","X"," ","X"," ","X","X","X","X"," "," ",820.453500956984,50.2813826489136,1.20652544824267e-11,3.40673919734388e-12,1576,7
"1224","X","X"," "," "," ","X","X"," ","X"," ","X",820.455716469418,50.2835981613466,1.20518965218178e-11,3.40296745029375e-12,1139,6
"1225"," ","X","X"," ","X","X","X"," "," ","X","X",820.461361485121,50.2892431770504,1.20179279101426e-11,3.39337609015778e-12,1736,7
"1226"," "," ","X"," ","X","X","X","X","X"," "," ",820.485944768976,50.3138264609046,1.18711119963484e-11,3.35192122245938e-12,1437,6
"1227","X"," "," ","X","X","X","X","X"," ","X"," ",820.489689342247,50.317571034176,1.1848906665865e-11,3.34565133649401e-12,1669,7
"1228","X"," ","X","X","X"," ","X"," "," ","X","X",820.509077219423,50.3369589113522,1.17345990330422e-11,3.31337549068736e-12,1627,7
"1229","X","X","X"," "," ","X"," ","X","X"," "," ",820.513786669872,50.3416683618008,1.17069997837791e-11,3.30558258052379e-12,1064,6
"1230"," "," "," ","X"," "," "," "," "," "," "," ",820.516525407624,50.3444070995531,1.16909795539473e-11,3.30105911647271e-12,4,1
"1231","X"," ","X"," ","X","X"," ","X"," ","X"," ",820.571342586432,50.3992242783609,1.13748977609483e-11,3.21181042011535e-12,1190,6
"1232","X","X","X"," "," ","X"," ","X"," ","X"," ",820.57687301849,50.4047547104195,1.13434871598913e-11,3.20294133857308e-12,1065,6
"1233"," "," ","X","X","X"," ","X","X"," ","X","X",820.62116576089,50.4490474528187,1.10950314336733e-11,3.13278750447498e-12,1792,7
"1234","X"," ","X"," ","X"," "," ","X"," ","X","X",820.622551068668,50.4504327605972,1.10873490779134e-11,3.13061831836014e-12,1203,6
"1235"," ","X","X"," "," ","X","X","X"," ","X"," ",820.640939965448,50.4688216573766,1.09858742365056e-11,3.1019659330937e-12,1332,6
"1236","X","X"," ","X"," "," ","X","X","X"," ","X",820.690959596209,50.5188412881384,1.07145268674817e-11,3.02534842622749e-12,1587,7
"1237","X","X","X","X"," "," ","X","X"," ","X"," ",820.692890489053,50.5207721809818,1.07041875576854e-11,3.02242902390509e-12,1512,7
"1238","X","X","X"," ","X","X"," ","X"," ","X"," ",820.719672590386,50.5475542823149,1.05618027088197e-11,2.98222530947492e-12,1526,7
"1239","X","X","X","X"," ","X","X"," ","X"," "," ",820.735536813977,50.5634185059062,1.04783566980367e-11,2.9586635357709e-12,1502,7
"1240","X","X","X","X"," ","X","X"," "," ","X"," ",820.741285854172,50.5691675461012,1.04482797002966e-11,2.95017100979154e-12,1503,7
"1241"," ","X"," ","X"," "," "," ","X"," "," "," ",820.771409781461,50.5992914733905,1.02920873260741e-11,2.90606860943478e-12,123,3
"1242","X"," ","X"," ","X","X","X"," ","X"," "," ",820.778601527848,50.606483219777,1.02551447453799e-11,2.89563752089991e-12,1186,6
"1243","X","X","X"," "," "," "," ","X"," ","X","X",820.899706944005,50.7275886359341,9.65259506606063e-12,2.725501896005e-12,1078,6
"1244","X","X","X"," "," ","X"," "," "," ","X","X",820.940876428792,50.7687581207214,9.45592997767262e-12,2.669971640399e-12,1069,6
"1245"," ","X","X"," "," ","X","X","X","X"," "," ",820.946744241993,50.7746259339217,9.42822781994338e-12,2.66214967305263e-12,1331,6
"1246","X","X","X"," ","X"," "," ","X"," ","X","X",820.950387734307,50.7782694262362,9.41106761765492e-12,2.6573043269511e-12,1539,7
"1247"," ","X","X"," ","X","X","X","X","X"," "," ",820.959812769726,50.7876944616552,9.36682213054523e-12,2.64481119342775e-12,1731,7
"1248"," ","X"," "," "," ","X","X","X"," ","X","X",820.993167154226,50.8210488461553,9.21190521722872e-12,2.60106893157197e-12,1398,6
"1249","X","X","X"," ","X","X","X"," ","X"," "," ",820.99727015366,50.8251518455891,9.19302636788212e-12,2.59573830915008e-12,1522,7
"1250"," ","X","X","X"," ","X","X","X","X"," "," ",821.030369588455,50.8582512803841,9.04213641645393e-12,2.55313309823104e-12,1716,7
"1251","X","X","X"," "," "," "," ","X","X"," ","X",821.065860943957,50.8937426358863,8.88309291842347e-12,2.50822565598751e-12,1077,6
"1252","X"," ","X"," ","X"," ","X","X","X"," "," ",821.086795565035,50.9146772569637,8.79059576902809e-12,2.48210820732973e-12,1195,6
"1253","X"," "," ","X","X"," ","X","X"," ","X","X",821.108912049547,50.9367937414763,8.69392273349455e-12,2.45481165755882e-12,1680,7
"1254","X","X","X","X"," "," ","X"," ","X"," ","X",821.11216555853,50.9400472504589,8.67979135290087e-12,2.45082152803016e-12,1515,7
"1255","X","X"," ","X"," ","X","X","X"," ","X"," ",821.112895538309,50.9407772302382,8.67662389489306e-12,2.44992716617755e-12,1577,7
"1256"," "," "," "," ","X","X","X","X","X"," ","X",821.168239427709,50.9961211196385,8.43981641090897e-12,2.3830623239077e-12,1480,6
"1257","X"," "," "," ","X","X"," ","X"," ","X","X",821.19614371728,51.024025409209,8.32288052053121e-12,2.35004436461754e-12,1263,6
"1258","X"," ","X","X"," ","X","X","X","X","X","X",821.216744063282,51.0446257552112,8.2375934013765e-12,2.32596273647815e-12,2023,9
"1259"," ","X","X"," "," "," ","X","X","X"," ","X",821.249722213316,51.0776039052448,8.10287683393874e-12,2.28792423414152e-12,1342,6
"1260"," ","X","X"," "," "," ","X","X"," ","X","X",821.290356264607,51.1182379565363,7.93991156795925e-12,2.24190944346914e-12,1343,6
"1261"," ","X"," "," "," ","X","X","X","X"," ","X",821.307675423783,51.1355571157117,7.87145211466389e-12,2.22257926661214e-12,1397,6
"1262"," "," ","X"," ","X","X"," ","X"," ","X","X",821.327635804441,51.1555174963701,7.7932842383536e-12,2.20050782430752e-12,1445,6
"1263","X","X","X","X"," "," ","X"," "," ","X","X",821.359049749748,51.1869314416773,7.67183165905412e-12,2.16621453500138e-12,1516,7
"1264","X","X","X","X"," "," "," ","X"," ","X","X",821.361404646828,51.1892863387575,7.66280378803713e-12,2.16366542987418e-12,1519,7
"1265","X"," ","X"," "," ","X"," "," ","X"," "," ",821.373648363657,51.2015300555862,7.61603648565024e-12,2.15046023785544e-12,283,4
"1266"," ","X","X","X"," "," "," "," "," "," "," ",821.380335074265,51.2082167661941,7.59061588839439e-12,2.14328249077869e-12,112,3
"1267","X"," "," "," ","X","X","X","X","X"," "," ",821.381631215521,51.2095129074503,7.58569822685625e-12,2.14189394233608e-12,1255,6
"1268","X","X","X","X"," ","X"," ","X"," ","X"," ",821.412493746241,51.24037543817,7.46953984498379e-12,2.10909551995707e-12,1506,7
"1269"," ","X","X"," "," ","X","X"," "," ","X","X",821.424491959158,51.2523736510873,7.42486342354999e-12,2.09648070803435e-12,1336,6
"1270","X","X"," "," "," ","X"," ","X"," ","X","X",821.430835931361,51.2587176232904,7.40134917311797e-12,2.08984123608955e-12,1143,6
"1271","X","X"," ","X"," ","X"," ","X","X"," ","X",821.438236958324,51.2661186502526,7.37401099457076e-12,2.08212204172225e-12,1583,7
"1272"," ","X"," "," ","X","X","X","X","X"," ","X",821.455106070798,51.2829877627273,7.31207604821562e-12,2.06463412136875e-12,1774,7
"1273"," "," ","X"," ","X","X","X"," ","X"," ","X",821.459960254252,51.2878419461811,7.29435048841395e-12,2.05962914120367e-12,1441,6
"1274","X"," ","X","X","X"," "," ","X"," ","X","X",821.464933571832,51.2928152637606,7.27623446118029e-12,2.05451390885055e-12,1630,7
"1275","X","X","X"," ","X","X"," "," "," ","X","X",821.468694492908,51.2965761848368,7.26256464621225e-12,2.05065410676019e-12,1530,7
"1276","X"," "," "," ","X","X","X"," ","X"," ","X",821.500406284383,51.3282879763124,7.14831831092382e-12,2.01839556889454e-12,1259,6
"1277","X","X"," "," "," ","X"," ","X","X"," ","X",821.509932677772,51.3378143697007,7.11435042685495e-12,2.00880441420512e-12,1142,6
"1278","X","X","X"," "," ","X"," "," ","X"," ","X",821.521359908508,51.3492416004372,7.07381766948115e-12,1.99735960518572e-12,1068,6
"1279"," ","X","X","X"," "," ","X","X","X"," ","X",821.529430787345,51.3573124792737,7.04532922717231e-12,1.98931562292027e-12,1727,7
"1280","X","X","X","X"," ","X"," "," ","X"," ","X",821.538990642655,51.3668723345837,7.01173341989035e-12,1.97982952764557e-12,1509,7
"1281","X","X"," "," ","X","X"," ","X"," ","X","X",821.542858497508,51.370740189437,6.99818634007813e-12,1.97600438099217e-12,1599,7
"1282","X","X"," ","X"," "," ","X","X"," ","X","X",821.564430608115,51.3923123000438,6.92310913649117e-12,1.9548056194858e-12,1588,7
"1283"," ","X"," ","X"," "," ","X"," "," "," "," ",821.571816281599,51.3996979735283,6.89759037201702e-12,1.94760015396259e-12,122,3
"1284","X","X"," ","X"," ","X","X"," "," ","X","X",821.57661182142,51.4044935133495,6.88107134968909e-12,1.94293585111276e-12,1581,7
"1285","X","X","X"," ","X"," ","X"," ","X"," ","X",821.594171076974,51.4220527689032,6.82092253300849e-12,1.92595226143728e-12,1535,7
"1286"," "," ","X","X","X"," "," "," "," "," "," ",821.607739929128,51.4356216210567,6.77480311210913e-12,1.91293000491004e-12,148,3
"1287"," "," ","X"," ","X"," ","X","X","X"," ","X",821.661705759213,51.4895874511416,6.59444343310933e-12,1.86200373651148e-12,1448,6
"1288"," ","X","X"," ","X"," ","X","X","X"," ","X",821.666152844304,51.4940345362334,6.57979669742395e-12,1.85786809157791e-12,1742,7
"1289","X"," ","X","X","X","X"," "," "," ","X","X",821.668612826944,51.4964945188734,6.57170857977549e-12,1.85558433473997e-12,1621,7
"1290","X"," ","X"," ","X"," ","X"," ","X"," ","X",821.675677388727,51.5035590806558,6.54853640853877e-12,1.84904145210499e-12,1199,6
"1291"," ","X"," ","X"," ","X","X","X","X"," ","X",821.693561254246,51.5214429461755,6.49024086215934e-12,1.83258115090117e-12,1768,7
"1292","X","X"," ","X"," ","X","X"," ","X"," ","X",821.731885054653,51.5597667465822,6.36705947826122e-12,1.79779971719665e-12,1580,7
"1293","X"," ","X","X","X","X"," ","X"," ","X"," ",821.768041303808,51.5959229957372,6.2529891790353e-12,1.76559088478522e-12,1617,7
"1294","X"," ","X"," "," "," "," "," ","X"," ","X",821.791944445589,51.6198261375177,6.17870095037714e-12,1.74461489784358e-12,294,4
"1295"," ","X","X","X"," ","X","X","X"," ","X"," ",821.802183438667,51.630065130596,6.14714994379057e-12,1.73570617146647e-12,1717,7
"1296","X","X"," "," ","X","X","X"," ","X"," ","X",821.846600738873,51.674482430802,6.01213484247685e-12,1.69758337525452e-12,1595,7
"1297","X","X","X","X"," ","X"," "," "," ","X","X",821.875423497475,51.703305189404,5.92611302219533e-12,1.67329429727388e-12,1510,7
"1298","X"," "," "," ","X"," ","X","X","X"," ","X",821.87687454,51.7047562319291,5.92181506051327e-12,1.67208072697147e-12,1266,6
