"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","weights","model_id","Nparam"
"1621"," ","X"," ","X","X"," ","X"," "," "," ","X",626.095922726888,57.6305083935971,2.12022118946928e-13,836,5
"1622"," ","X","X","X"," ","X","X"," "," "," "," ",626.099188378358,57.633774045067,2.1167620625916e-13,778,5
"1623"," "," "," ","X"," "," "," ","X"," "," "," ",626.167755450711,57.70234111742,2.04542185847928e-13,42,2
"1624"," "," ","X"," "," ","X","X","X","X"," ","X",626.181533931303,57.7161195980115,2.0313788840446e-13,1453,6
"1625","X","X","X"," ","X","X"," ","X","X"," ","X",626.204399461545,57.7389851282536,2.00828686075632e-13,1858,8
"1626"," "," ","X"," ","X","X","X"," "," "," "," ",626.212059897843,57.7466455645518,2.00060939654107e-13,457,4
"1627"," ","X","X"," ","X","X","X"," "," "," "," ",626.222562257505,57.7571479242139,1.99013137190155e-13,793,5
"1628","X","X"," ","X","X","X","X","X","X"," ","X",626.245453860855,57.7800395275636,1.96748258692306e-13,2010,9
"1629","X","X","X"," "," "," "," ","X"," "," "," ",626.267020534809,57.8016062015179,1.94638053891801e-13,236,4
"1630","X"," ","X"," "," "," "," ","X","X"," ","X",626.296625445402,57.8312111121106,1.91778151806358e-13,699,5
"1631","X"," ","X"," "," ","X"," ","X","X"," "," ",626.322652244784,57.8572379114929,1.89298634531336e-13,686,5
"1632","X","X","X"," "," "," ","X"," "," "," "," ",626.35120144693,57.8857871136393,1.86615666744714e-13,235,4
"1633"," ","X","X","X"," ","X"," ","X"," "," "," ",626.399414871369,57.9340005380782,1.82170767775587e-13,779,5
"1634","X"," "," "," ","X"," ","X"," "," "," "," ",626.506449807938,58.0410354746466,1.72677736641576e-13,92,3
"1635","X","X"," ","X","X"," "," "," "," "," ","X",626.549248083115,58.0838337498235,1.69021838044236e-13,595,5
"1636"," ","X"," ","X","X","X"," "," "," "," ","X",626.561151198801,58.0957368655096,1.68018882333317e-13,832,5
"1637","X"," ","X","X"," ","X","X"," ","X"," ","X",626.57468557904,58.1092712457495,1.66885705150017e-13,1636,7
"1638","X"," ","X"," "," ","X"," "," ","X"," ","X",626.575508317043,58.1100939837521,1.66817067662792e-13,690,5
"1639"," "," ","X"," "," ","X"," ","X","X"," ","X",626.624249360459,58.1588350271682,1.6280078690073e-13,960,5
"1640"," ","X","X","X"," "," "," ","X"," "," ","X",626.670471204589,58.205056871298,1.59081454744719e-13,789,5
"1641","X"," ","X","X","X","X","X"," ","X"," ","X",626.787609418138,58.3221950848465,1.50031797994483e-13,1904,8
"1642","X"," "," ","X"," ","X"," ","X"," ","X","X",626.795156066668,58.3297417333767,1.49466746103009e-13,1248,6
"1643","X","X"," ","X","X"," ","X"," "," "," "," ",626.846594606202,58.3811802729109,1.45671584135936e-13,591,5
"1644","X"," "," ","X"," "," ","X","X","X"," ","X",626.86834087697,58.4029265436786,1.44096257171952e-13,1251,6
"1645"," ","X"," "," ","X"," ","X","X"," "," ","X",627.013337574493,58.5479232412016,1.34019214315089e-13,875,5
"1646","X"," "," ","X","X","X"," ","X","X"," ","X",627.025331653158,58.559917319867,1.33217900970889e-13,1675,7
"1647","X"," ","X"," "," ","X","X"," ","X"," ","X",627.179739911628,58.7143255783374,1.23319927055843e-13,1209,6
"1648","X","X"," "," ","X"," ","X","X"," "," "," ",627.179972634255,58.7145583009643,1.23305578221994e-13,616,5
"1649"," ","X"," "," ","X","X","X"," "," "," ","X",627.238049169617,58.7726348363259,1.19776485189416e-13,866,5
"1650","X","X"," ","X","X","X"," "," "," "," "," ",627.291572543014,58.8261582097232,1.16613575584404e-13,590,5
"1651"," "," ","X","X","X","X","X"," "," "," "," ",627.470043475921,59.0046291426303,1.06658296034336e-13,898,5
"1652","X"," ","X"," ","X"," ","X","X","X"," ","X",627.490150803947,59.0247364706563,1.05591361648513e-13,1658,7
"1653","X","X"," "," ","X","X","X"," "," "," "," ",627.513448607984,59.0480342746928,1.04368474696308e-13,611,5
"1654"," ","X","X"," "," "," ","X"," "," "," ","X",627.59550137886,59.1300870455685,1.00173259111561e-13,373,4
"1655","X","X"," "," "," "," ","X"," "," "," ","X",627.653047184801,59.1876328515104,9.73320545109938e-14,261,4
"1656"," ","X","X"," "," "," "," ","X"," "," ","X",627.722515383465,59.2571010501744,9.40093528379294e-14,376,4
"1657","X"," "," ","X"," ","X","X","X"," ","X","X",627.738166355919,59.2727520226275,9.3276554931688e-14,1685,7
"1658"," ","X","X"," "," ","X"," ","X"," "," "," ",627.771066859964,59.3056525266733,9.17546839948679e-14,366,4
"1659","X"," "," "," "," ","X"," ","X"," ","X","X",627.77626591943,59.3108515861392,9.15164747158804e-14,765,5
"1660","X"," "," ","X"," ","X"," ","X","X"," ","X",627.859629983703,59.3942156504118,8.77802889035421e-14,1247,6
"1661","X","X","X"," ","X","X","X","X","X"," ","X",627.88609051394,59.4206761806487,8.66265811674743e-14,2003,9
"1662","X","X","X"," ","X"," "," ","X"," "," "," ",627.906047462836,59.4406331295451,8.57664784340221e-14,571,5
"1663","X","X","X","X"," ","X"," "," "," "," "," ",627.941471970379,59.4760576370877,8.42607352213096e-14,563,5
"1664"," "," "," ","X","X"," ","X"," "," "," ","X",628.007975369371,59.54256103608,8.15049930382639e-14,500,4
"1665","X","X"," "," "," "," "," ","X"," "," ","X",628.077805641522,59.6123913082314,7.87083419451384e-14,264,4
"1666"," ","X"," ","X"," ","X","X"," "," "," ","X",628.079111104786,59.6136967714953,7.86569832841888e-14,846,5
"1667","X","X","X"," "," "," "," "," "," "," ","X",628.092939198388,59.6275248650965,7.81150209560158e-14,239,4
"1668"," ","X"," ","X"," "," ","X","X"," "," ","X",628.165364099961,59.6999497666695,7.53368896586898e-14,855,5
"1669","X","X","X","X"," "," "," "," "," "," ","X",628.172409302362,59.7069949690712,7.50719747095095e-14,568,5
"1670","X","X","X","X"," "," ","X"," "," "," "," ",628.179577139019,59.7141628057275,7.48034044378465e-14,564,5
"1671"," ","X"," ","X","X","X","X","X"," "," "," ",628.294737442999,59.8293231097078,7.06178712154368e-14,1346,6
"1672","X","X","X","X","X","X","X"," ","X"," ","X",628.360478062113,59.8950637288216,6.83343751377662e-14,1985,9
"1673","X"," ","X"," ","X","X"," ","X"," ","X","X",628.383016481262,59.9176021479705,6.75686235546102e-14,1655,7
"1674","X","X","X"," "," ","X"," "," "," "," "," ",628.385373176493,59.9199588432022,6.74890511193404e-14,234,4
"1675","X"," "," ","X","X","X","X","X","X"," ","X",628.477735449106,60.0123211158148,6.44432017466074e-14,1929,8
"1676","X","X","X"," ","X"," ","X"," "," "," "," ",628.560517674019,60.0951033407281,6.18302749430946e-14,570,5
"1677"," "," "," ","X","X"," ","X","X"," "," "," ",628.610836799778,60.1454224664872,6.02940585542417e-14,497,4
"1678"," ","X","X","X"," ","X"," "," "," "," ","X",628.642334375193,60.1769200419018,5.93519383241215e-14,782,5
"1679"," "," ","X"," "," "," ","X"," "," "," "," ",628.657996216318,60.1925818830265,5.88889730977169e-14,34,2
"1680","X","X","X","X"," ","X","X","X","X"," ","X",628.682480716374,60.2170663830825,5.81724345363807e-14,1997,9
"1681"," "," "," "," ","X","X","X","X"," "," "," ",628.689923344866,60.2245090115747,5.79563589190016e-14,527,4
"1682","X","X"," ","X"," "," ","X","X"," "," "," ",628.752032672114,60.2866183388224,5.61842029603166e-14,601,5
"1683","X","X","X","X","X"," ","X","X","X"," ","X",628.762905553679,60.2974912203877,5.58795896244203e-14,1992,9
"1684"," "," "," "," "," "," "," "," "," "," ","X",628.76350037005,60.2980860367592,5.58629730481245e-14,11,1
"1685"," ","X","X","X"," "," ","X"," "," "," ","X",628.76754640539,60.3021320720991,5.57500755019211e-14,786,5
"1686","X","X"," "," "," ","X"," ","X"," "," "," ",628.787091598199,60.3216772649082,5.52079060311504e-14,254,4
"1687","X","X"," ","X"," ","X","X"," "," "," "," ",628.805837397559,60.3404230642681,5.46928653492776e-14,596,5
"1688"," "," "," ","X","X"," "," ","X"," "," ","X",628.905822654793,60.4404083215021,5.20258463315131e-14,503,4
"1689","X","X"," ","X"," "," "," ","X"," "," ","X",628.945247043599,60.4798327103078,5.10103445020261e-14,607,5
"1690","X","X","X","X"," ","X","X","X"," ","X","X",628.972647018533,60.5072326852415,5.03162686924847e-14,1998,9
"1691"," "," "," "," ","X"," "," ","X"," "," ","X",629.077235642427,60.6118213091362,4.77526301036854e-14,208,3
"1692"," ","X","X"," ","X"," "," ","X"," "," ","X",629.081277897258,60.6158635639665,4.76562134218577e-14,804,5
"1693","X","X","X","X","X","X"," ","X","X"," ","X",629.09415463225,60.6287402989592,4.73503708263727e-14,1988,9
"1694"," ","X"," "," "," ","X"," ","X"," "," ","X",629.096300081038,60.6308857477472,4.72996041627088e-14,422,4
"1695"," ","X"," ","X"," ","X"," ","X"," "," ","X",629.106599296032,60.6411849627407,4.70566558476373e-14,849,5
"1696"," "," "," "," ","X","X","X"," "," "," ","X",629.113446574207,60.6480322409162,4.68958263095784e-14,530,4
"1697"," "," "," ","X"," ","X","X"," "," "," "," ",629.118614120175,60.6531997868835,4.6774814541304e-14,182,3
"1698"," ","X","X"," ","X","X"," ","X"," "," "," ",629.136995190119,60.6715808568279,4.63468983737213e-14,794,5
"1699"," "," ","X"," ","X"," ","X","X"," "," "," ",629.159307546015,60.6938932127235,4.5832717607112e-14,462,4
"1700","X"," "," "," "," ","X","X","X","X"," ","X",629.220320201305,60.7549058680141,4.44556412725894e-14,1271,6
"1701"," ","X","X","X","X"," ","X","X"," "," "," ",629.254481400995,60.789067067704,4.3702760385874e-14,1281,6
"1702","X"," ","X","X","X"," ","X","X"," ","X","X",629.344044837681,60.8786305043903,4.17888496219009e-14,1912,8
"1703"," "," "," ","X","X","X"," "," "," "," ","X",629.370782510883,60.9053681775922,4.12338991062537e-14,496,4
"1704","X"," ","X","X","X","X"," ","X"," ","X","X",629.470403871348,61.0049895380571,3.92303244896741e-14,1908,8
"1705","X"," "," "," ","X"," "," "," "," "," ","X",629.507115453617,61.041701120326,3.8516789630093e-14,96,3
"1706"," ","X","X","X","X","X","X"," "," "," "," ",629.513218352783,61.0478040194919,3.83994367277324e-14,1276,6
"1707"," ","X","X"," ","X"," ","X"," "," "," ","X",629.516493696087,61.0510793627963,3.8336602523684e-14,801,5
"1708"," "," "," "," "," ","X","X"," "," "," "," ",629.539198605611,61.0737842723204,3.79038490327161e-14,52,2
"1709"," "," ","X","X"," ","X","X"," "," "," "," ",629.587233632524,61.1218192992329,3.70043380759301e-14,442,4
"1710","X","X","X","X","X","X"," ","X"," ","X","X",629.593696027055,61.1282816937638,3.68849627264436e-14,1989,9
"1711","X","X","X","X","X"," ","X","X"," ","X","X",629.629209138719,61.1637948054279,3.62357933888027e-14,1993,9
"1712"," "," "," "," ","X","X"," "," "," "," ","X",629.675684398785,61.2102700654935,3.54034675218255e-14,201,3
"1713","X","X"," ","X"," ","X"," ","X"," "," "," ",629.686763476788,61.2213491434972,3.52078908351611e-14,597,5
"1714","X"," "," ","X","X"," "," "," "," "," ","X",629.752524442987,61.2871101096961,3.40690635703854e-14,301,4
"1715","X"," ","X","X","X","X","X","X"," ","X","X",629.766499143757,61.3010848104663,3.38318408302904e-14,2019,9
"1716","X","X","X","X","X"," "," ","X"," "," "," ",629.781385480624,61.3159711473332,3.35809595745468e-14,1026,6
"1717","X"," ","X"," "," "," ","X","X"," ","X","X",629.787448245104,61.3220339118127,3.34793169867025e-14,1217,6
"1718","X"," "," ","X","X"," ","X"," "," "," "," ",629.791814895816,61.326400562525,3.34063004834154e-14,297,4
"1719","X","X"," "," ","X"," "," ","X"," "," ","X",629.815659339768,61.3502450064772,3.30103879219258e-14,622,5
"1720"," "," "," "," "," ","X"," "," "," "," "," ",629.838257354804,61.3728430215128,3.26395025646769e-14,6,1
"1721"," "," "," "," "," "," "," ","X"," "," "," ",629.843355016322,61.3779406830306,3.25564159284537e-14,8,1
"1722","X"," "," "," "," "," "," "," "," "," "," ",629.859465901438,61.3940515681471,3.22952130548677e-14,1,1
"1723","X","X"," "," ","X"," ","X"," "," "," ","X",629.880587948222,61.4151736149306,3.19559372575969e-14,619,5
"1724"," ","X","X"," "," ","X"," "," "," "," ","X",629.906989351276,61.4415750179846,3.15368685537893e-14,369,4
"1725","X","X"," "," "," ","X"," "," "," "," ","X",629.965838950919,61.5004246176284,3.06224221880052e-14,257,4
"1726"," ","X","X","X","X","X"," ","X"," "," "," ",630.014802892925,61.5493885596344,2.98818275346614e-14,1277,6
"1727","X"," ","X"," ","X","X","X","X","X"," ","X",630.110735462659,61.6453211293682,2.84823397125952e-14,1922,8
"1728"," ","X","X"," "," ","X","X","X"," "," "," ",630.168363410697,61.7029490774062,2.76733612287186e-14,808,5
"1729","X"," "," "," "," ","X"," ","X","X"," ","X",630.197644135338,61.7322298020474,2.72711645302801e-14,764,5
"1730"," "," ","X","X","X"," ","X","X"," "," "," ",630.200683058975,61.7352687256843,2.72297585024381e-14,903,5
"1731","X"," ","X","X","X"," ","X","X","X"," ","X",630.263280100785,61.7978657674938,2.63907063753106e-14,1911,8
"1732"," "," "," "," ","X","X"," ","X"," "," "," ",630.289433478023,61.8240191447319,2.60478499248107e-14,198,3
"1733","X"," "," "," ","X"," "," ","X"," "," "," ",630.293815172606,61.8284008393148,2.59908455301177e-14,93,3
"1734","X"," "," ","X"," ","X","X","X","X"," ","X",630.298400452696,61.8329861194046,2.59313261312033e-14,1684,7
"1735"," ","X","X","X","X"," "," ","X"," "," ","X",630.313458115746,61.8480437824554,2.57368266412157e-14,1287,6
"1736","X","X","X"," ","X"," "," "," "," "," ","X",630.324859658534,61.8594453252425,2.55905242904873e-14,574,5
"1737","X","X"," ","X"," "," ","X"," "," "," ","X",630.443077162161,61.9776628288698,2.41217370496204e-14,604,5
"1738","X"," ","X","X"," "," ","X","X","X"," ","X",630.455966605061,61.9905522717697,2.39667790403903e-14,1643,7
"1739"," ","X","X"," ","X","X","X","X"," "," "," ",630.495912871115,62.0304985378237,2.34928361917433e-14,1311,6
"1740","X"," ","X","X"," ","X"," ","X","X"," ","X",630.51358510459,62.0481707712989,2.32861651779431e-14,1639,7
"1741","X"," "," "," ","X","X","X"," "," "," "," ",630.526161710323,62.0607473770318,2.31401941547159e-14,317,4
"1742","X","X"," "," ","X","X"," ","X"," "," "," ",630.574862658657,62.1094483253664,2.25835245451595e-14,612,5
"1743","X","X","X"," ","X","X"," "," "," "," "," ",630.590337362675,62.1249230293837,2.24094621256401e-14,569,5
"1744"," ","X"," "," ","X","X"," ","X"," "," ","X",630.601956619325,62.1365422860342,2.22796489280545e-14,869,5
"1745"," "," "," ","X","X","X"," ","X"," "," "," ",630.609380382537,62.1439660492458,2.21971028045108e-14,493,4
"1746","X"," ","X","X","X","X"," ","X","X"," ","X",630.639170456997,62.1737561237057,2.18689262999397e-14,1907,8
"1747","X"," ","X"," ","X"," ","X"," "," "," "," ",630.679790644277,62.214376310986,2.14292464424052e-14,276,4
"1748","X"," ","X","X"," ","X"," ","X"," ","X","X",630.692172316579,62.2267579832883,2.1296991296214e-14,1640,7
"1749","X"," "," ","X","X"," "," ","X"," "," "," ",630.695164074938,62.2297497416473,2.12651573861254e-14,298,4
"1750"," "," ","X"," ","X"," ","X"," "," "," ","X",630.702244654652,62.2368303213606,2.11900056730492e-14,465,4
"1751","X","X"," ","X"," ","X"," "," "," "," ","X",630.70558235894,62.2401680256485,2.11546721780414e-14,600,5
"1752","X"," ","X","X"," "," ","X","X"," ","X","X",630.745926488362,62.2805121550708,2.07322140138198e-14,1644,7
"1753","X"," "," "," ","X","X"," "," "," "," "," ",630.888080034915,62.4226657016242,1.93097847609502e-14,91,3
"1754"," "," ","X","X","X","X"," ","X"," "," "," ",631.021332049789,62.5559177164981,1.80651730244131e-14,899,5
"1755","X"," ","X"," ","X","X"," ","X","X"," ","X",631.11223969886,62.6468253655694,1.72624240307236e-14,1654,7
"1756","X"," ","X"," "," "," ","X","X","X"," ","X",631.190944610524,62.7255302772327,1.6596298060139e-14,1216,6
"1757","X"," "," ","X","X","X"," "," "," "," "," ",631.243036678776,62.7776223454846,1.6169611186548e-14,296,4
"1758"," ","X","X","X"," ","X","X","X"," "," "," ",631.300475622223,62.8350612889318,1.57118335260419e-14,1291,6
"1759"," ","X"," ","X","X"," ","X","X"," "," ","X",631.342611484341,62.8771971510504,1.53842802509074e-14,1358,6
"1760"," ","X"," ","X","X","X","X"," "," "," ","X",631.360972555853,62.8955582225619,1.52436906473606e-14,1349,6
"1761","X","X"," "," "," ","X","X","X"," "," "," ",631.36523045682,62.8998161235288,1.5211272105767e-14,626,5
"1762"," ","X"," "," "," ","X","X","X"," "," ","X",631.372555092745,62.9071407594535,1.51556654774335e-14,885,5
"1763"," "," ","X","X","X"," "," ","X"," "," ","X",631.384342891811,62.9189285585202,1.50666022304866e-14,909,5
"1764","X","X","X","X","X","X","X","X"," ","X","X",631.431995803273,62.9665814699817,1.47118613899341e-14,2038,10
"1765"," "," "," ","X"," "," ","X"," "," "," ","X",631.432371921054,62.9669575877629,1.47090949537377e-14,190,3
"1766","X"," ","X","X","X"," "," ","X"," "," "," ",631.566949621443,63.1015352881524,1.37519022033664e-14,648,5
"1767","X"," ","X"," "," ","X","X","X"," ","X","X",631.645523926006,63.1801095927152,1.32221043935814e-14,1664,7
"1768"," "," ","X","X","X"," ","X"," "," "," ","X",631.758092174313,63.2926778410215,1.24984655424951e-14,906,5
"1769"," ","X"," "," ","X","X","X","X"," "," ","X",631.831545955164,63.3661316218727,1.20477628819048e-14,1383,6
"1770"," ","X","X"," ","X","X"," "," "," "," ","X",631.840421076323,63.375006743032,1.19944186509326e-14,797,5
"1771"," "," "," ","X","X","X","X"," "," "," ","X",631.970809614415,63.5053952811235,1.12373961696198e-14,971,5
"1772","X","X"," ","X","X"," ","X","X"," "," "," ",632.016777850058,63.5513635167666,1.098206010952e-14,1085,6
"1773","X"," ","X","X","X"," ","X"," "," "," "," ",632.023122217371,63.5577078840797,1.09472781944035e-14,647,5
"1774"," "," ","X","X","X","X"," "," "," "," ","X",632.046257487526,63.5808431542354,1.08213736877878e-14,902,5
"1775","X","X","X"," "," "," ","X","X"," "," "," ",632.092853924607,63.6274395913159,1.05721692409267e-14,580,5
"1776","X","X"," "," ","X","X","X","X"," "," "," ",632.133131877778,63.6677175444869,1.03613861737924e-14,1115,6
"1777","X","X","X","X","X","X"," "," "," "," "," ",632.212698270743,63.7472839374522,9.95726894769227e-15,1024,6
"1778","X"," ","X","X","X","X"," "," "," "," "," ",632.221025716356,63.7556113830648,9.91589583274968e-15,646,5
"1779","X","X"," ","X","X","X","X"," "," "," "," ",632.237750469984,63.7723361366925,9.83332111699253e-15,1080,6
"1780"," "," "," ","X","X","X","X","X"," "," "," ",632.238386999771,63.7729726664795,9.83019201406262e-15,968,5
"1781","X","X"," "," ","X","X"," "," "," "," ","X",632.25873453544,63.7933202021488,9.73068894157914e-15,615,5
"1782","X"," ","X"," "," "," "," "," "," "," "," ",632.334459123622,63.8690447903313,9.36915026636799e-15,13,2
"1783","X","X","X","X","X"," ","X"," "," "," "," ",632.354732958814,63.8893186255227,9.27465571308984e-15,1025,6
"1784","X","X","X"," "," ","X","X"," "," "," "," ",632.42236874801,63.9569544147193,8.9662505815978e-15,575,5
"1785","X","X","X","X","X"," "," "," "," "," ","X",632.490917210214,64.0255028769228,8.66414601149224e-15,1029,6
"1786"," "," "," ","X"," ","X"," "," "," "," ","X",632.523937198863,64.058522865572,8.5222753742986e-15,186,3
"1787","X","X"," ","X","X"," "," ","X"," "," ","X",632.564812041282,64.0993977079912,8.349869806354e-15,1091,6
"1788","X"," ","X","X","X"," "," "," "," "," ","X",632.575080961551,64.1096666282597,8.30710760705486e-15,651,5
"1789"," "," "," "," "," "," ","X"," "," "," ","X",632.609823429517,64.1444090962264,8.16404904637844e-15,60,2
"1790"," "," ","X"," ","X","X","X","X"," "," "," ",632.616334812384,64.1509204790933,8.13751264244655e-15,933,5
"1791"," ","X"," ","X","X","X"," ","X"," "," ","X",632.636294350548,64.1708800172571,8.05670603169714e-15,1352,6
"1792"," "," "," "," ","X"," ","X","X"," "," ","X",632.637090835817,64.1716765025255,8.05349814666463e-15,539,4
"1793","X"," ","X","X"," ","X","X","X"," ","X","X",632.666068782033,64.2006544487421,7.93765249745755e-15,1917,8
"1794"," "," ","X"," "," "," "," ","X"," "," "," ",632.707983187616,64.2425688543245,7.77303251664945e-15,35,2
"1795"," ","X","X","X","X","X"," "," "," "," ","X",632.796525018355,64.3311106850635,7.43641931516462e-15,1280,6
"1796"," "," "," ","X"," "," "," ","X"," "," ","X",632.803873798186,64.3384594648949,7.40914514966972e-15,193,3
"1797"," "," ","X"," "," "," "," "," "," "," ","X",632.807749871091,64.3423355378001,7.39479986162269e-15,38,2
"1798"," ","X","X","X","X"," ","X"," "," "," ","X",632.81051834517,64.3451040118791,7.38457078711956e-15,1284,6
"1799"," "," ","X"," "," ","X"," "," "," "," "," ",632.857568104718,64.3921537714268,7.21287710197472e-15,33,2
"1800","X","X","X","X","X","X","X","X","X"," ","X",632.90853746529,64.4431231319991,7.0313817336657e-15,2037,10
"1801","X"," "," ","X"," "," "," "," "," "," ","X",632.929704136463,64.4642898031717,6.95735865759429e-15,90,3
"1802"," "," ","X","X"," "," ","X","X"," "," "," ",632.989543820356,64.5241294870646,6.75227886239607e-15,447,4
"1803","X"," ","X","X","X","X","X","X","X"," ","X",633.071512348465,64.6060980151742,6.48113593165578e-15,2018,9
"1804"," "," "," ","X"," "," ","X","X"," "," "," ",633.228741936004,64.7633276027132,5.99113573498179e-15,187,3
"1805"," ","X","X"," "," "," ","X","X"," "," ","X",633.248409069519,64.7829947362277,5.93251022314063e-15,820,5
"1806","X"," "," ","X"," "," ","X"," "," "," "," ",633.280436774184,64.815022440893,5.83826451295762e-15,86,3
"1807","X","X"," ","X","X","X"," ","X"," "," "," ",633.307964778658,64.8425504453666,5.75845712163903e-15,1081,6
"1808"," "," ","X","X"," ","X"," ","X"," "," "," ",633.312485311168,64.8470709778765,5.74545617366335e-15,443,4
"1809","X"," ","X"," ","X"," "," ","X"," "," "," ",633.38201815177,64.9166038184784,5.5491396151537e-15,277,4
"1810"," "," ","X"," "," ","X","X"," "," "," "," ",633.413127287473,64.9477129541818,5.46349297156045e-15,161,3
"1811"," "," ","X","X"," "," ","X"," "," "," ","X",633.435104524629,64.969690191338,5.40378538395018e-15,450,4
"1812","X"," ","X"," "," ","X"," ","X"," ","X","X",633.47972016728,65.0143058339889,5.28457332940216e-15,1213,6
"1813"," "," ","X","X"," ","X"," "," "," "," ","X",633.515270159877,65.0498558265857,5.19146996533423e-15,446,4
"1814"," "," "," "," "," "," ","X","X"," "," "," ",633.544645276404,65.0792309431126,5.11577717957252e-15,57,2
"1815","X","X","X"," ","X"," ","X","X"," "," "," ",633.563060463264,65.0976461299732,5.06888937639828e-15,1050,6
"1816"," "," ","X"," ","X"," "," ","X"," "," ","X",633.585193700801,65.1197793675098,5.01310316181968e-15,468,4
"1817","X"," ","X","X"," "," ","X"," "," "," "," ",633.634295258701,65.1688809254096,4.89152608674859e-15,270,4
"1818","X"," ","X","X"," ","X"," "," "," "," "," ",633.634689066522,65.1692747332305,4.89056302095272e-15,269,4
"1819"," ","X"," ","X"," ","X","X","X"," "," ","X",633.644180634914,65.1787663016227,4.86740845101218e-15,1368,6
"1820","X","X"," "," "," "," ","X","X"," "," ","X",633.650824938773,65.1854106054823,4.85126501096126e-15,638,5
"1821"," ","X","X"," "," ","X","X"," "," "," ","X",633.674401137872,65.208986804581,4.79441355969031e-15,811,5
"1822"," "," ","X"," ","X","X"," ","X"," "," "," ",633.675951707485,65.2105373741937,4.79069796421052e-15,458,4
"1823"," "," ","X","X"," "," "," ","X"," "," ","X",633.742081195702,65.2766668624107,4.6348849165119e-15,453,4
"1824","X","X"," "," "," ","X","X"," "," "," ","X",633.759677850779,65.2942635174876,4.59428455048048e-15,629,5
"1825"," "," ","X","X","X","X","X","X"," "," "," ",633.779379917661,65.3139655843702,4.54924829078839e-15,1402,6
"1826","X","X","X"," ","X","X","X"," "," "," "," ",633.815918563493,65.3505042302018,4.46689119955546e-15,1045,6
"1827","X"," "," "," "," "," ","X"," "," "," "," ",633.823562815265,65.3581484819737,4.44985076515937e-15,17,2
"1828","X"," "," "," ","X"," ","X"," "," "," ","X",633.864675336174,65.3992610028827,4.35931222885387e-15,325,4
"1829","X"," ","X","X"," "," "," ","X"," "," "," ",633.889682380191,65.4242680469002,4.30514481985301e-15,271,4
"1830","X"," "," ","X","X","X","X"," "," "," "," ",633.919106762995,65.4536924297042,4.24227034995443e-15,702,5
"1831"," ","X","X","X","X","X","X","X"," "," "," ",633.927141624281,65.4617272909904,4.22526151184444e-15,1696,7
"1832","X"," "," "," ","X"," ","X","X"," "," "," ",633.931561627705,65.4661472944135,4.21593398739042e-15,322,4
"1833","X","X","X","X"," "," ","X","X"," "," "," ",633.971457221827,65.5060428885363,4.13266863300498e-15,1035,6
"1834","X"," ","X","X"," ","X","X","X","X"," ","X",633.97403331351,65.5086189802184,4.1273489930652e-15,1916,8
"1835","X","X","X","X"," ","X","X"," "," "," "," ",633.979911918211,65.5144975849198,4.11523527812456e-15,1030,6
"1836","X"," ","X"," ","X"," "," "," "," "," ","X",634.002237313971,65.53682298068,4.06955358980149e-15,280,4
"1837","X"," ","X","X"," "," "," "," "," "," ","X",634.028456620274,65.5630422869831,4.01655133344778e-15,274,4
"1838","X"," ","X"," ","X","X"," "," "," "," "," ",634.256434563447,65.7910202301557,3.58383940632451e-15,275,4
"1839","X","X","X","X"," ","X"," ","X"," "," "," ",634.346870562625,65.8814562293342,3.42539463171797e-15,1031,6
"1840","X","X"," ","X"," ","X","X","X"," "," "," ",634.352972537301,65.8875582040102,3.41495972255114e-15,1095,6
"1841","X","X"," ","X","X"," ","X"," "," "," ","X",634.423791226979,65.9583768936875,3.29615406454843e-15,1088,6
"1842"," ","X","X"," ","X"," ","X","X"," "," ","X",634.45067474143,65.9852604081385,3.25214440803393e-15,1323,6
"1843","X"," "," ","X"," ","X"," "," "," "," "," ",634.477791416183,66.0123770828918,3.20834830900766e-15,85,3
"1844"," "," ","X"," ","X","X"," "," "," "," ","X",634.486827919408,66.0214135861165,3.19388488339097e-15,461,4
"1845","X","X","X","X"," "," "," ","X"," "," ","X",634.528363613259,66.0629492799676,3.12823879443016e-15,1041,6
"1846"," ","X","X","X"," "," ","X","X"," "," ","X",634.529942568023,66.0645282347324,3.12577009527452e-15,1303,6
"1847"," ","X","X","X"," ","X","X"," "," "," ","X",634.55952033927,66.0941060059793,3.07988358038184e-15,1294,6
"1848"," "," "," ","X"," ","X"," ","X"," "," "," ",634.580158807037,66.1147444737462,3.04826496192088e-15,183,3
"1849","X"," ","X"," ","X","X","X"," "," "," "," ",634.682546906592,66.2171325733005,2.89613912576171e-15,667,5
"1850","X"," "," ","X"," "," "," ","X"," "," "," ",634.697036757576,66.2316224242849,2.87523263800025e-15,87,3
"1851","X"," ","X"," "," ","X","X","X","X"," ","X",634.708499541423,66.2430852081324,2.85880068683689e-15,1663,7
"1852"," "," ","X"," ","X","X","X"," "," "," ","X",634.734420523659,66.269006190368,2.82198829456233e-15,936,5
"1853"," ","X","X"," ","X","X","X"," "," "," ","X",634.754987955655,66.2895736223641,2.79311647761825e-15,1314,6
"1854","X","X","X"," "," "," ","X"," "," "," ","X",634.761531652863,66.296117319572,2.78399275722529e-15,583,5
"1855","X","X","X"," "," "," "," ","X"," "," ","X",634.824665444851,66.3592511115597,2.69748334771865e-15,586,5
