"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","weights","model_id","Nparam"
"725"," "," "," "," "," "," ","X"," "," ","X","X",606.275241352397,37.8098270191056,4.26960250680563e-09,227,3
"726","X","X"," ","X","X"," "," ","X","X"," "," ",606.292969091424,37.8275547581326,4.23192454029059e-09,1089,6
"727"," ","X"," ","X","X"," "," ","X"," ","X","X",606.397417532242,37.9320031989514,4.01658742654736e-09,1364,6
"728","X","X","X"," "," "," "," ","X"," ","X"," ",606.422343969393,37.9569296361024,3.96683847948787e-09,585,5
"729","X"," "," "," ","X"," ","X"," ","X"," "," ",606.454668662703,37.9892543294121,3.90324039244913e-09,323,4
"730"," ","X","X","X","X"," ","X"," "," ","X"," ",606.455763203626,37.9903488703354,3.90110484869092e-09,1283,6
"731"," ","X","X","X","X","X"," "," ","X"," "," ",606.488203434932,38.022789101641,3.83833888853445e-09,1278,6
"732"," "," ","X"," "," ","X","X"," "," ","X"," ",606.511359448043,38.0459451147519,3.79415485083232e-09,474,4
"733","X"," ","X"," ","X"," "," ","X","X","X","X",606.552561789582,38.087147456291,3.71679045355881e-09,1661,7
"734"," "," "," ","X"," ","X","X"," ","X"," "," ",606.553715924394,38.0883015911027,3.71464623367287e-09,508,4
"735"," "," ","X"," ","X","X","X"," ","X"," "," ",606.562355851079,38.0969415177875,3.6986337097737e-09,934,5
"736","X","X","X","X","X"," "," "," "," ","X"," ",606.664529156542,38.1991148232506,3.51442817651406e-09,1028,6
"737","X"," ","X"," ","X","X"," "," ","X","X","X",606.706124150468,38.2407098171773,3.44209168350726e-09,1656,7
"738","X","X"," "," "," "," ","X"," "," ","X","X",606.711095244431,38.2456809111402,3.43354682663415e-09,641,5
"739"," ","X","X"," "," "," ","X"," "," ","X","X",606.713365157398,38.247950824107,3.42965211098672e-09,823,5
"740","X","X"," "," "," "," "," ","X","X"," ","X",606.726357397049,38.2609430637578,3.40744488839819e-09,643,5
"741"," ","X","X","X"," ","X","X"," ","X"," "," ",606.738292072972,38.272877739681,3.38717206072883e-09,1292,6
"742"," "," ","X","X","X"," "," "," ","X"," ","X",606.79254230102,38.3271279677292,3.29652953440972e-09,911,5
"743"," ","X","X","X"," "," ","X","X","X"," "," ",606.820820648542,38.355406315251,3.25024729785211e-09,1301,6
"744","X","X","X"," "," "," ","X","X","X","X","X",606.843088323314,38.3776739900229,3.21426028151972e-09,1871,8
"745"," ","X","X"," "," "," ","X"," ","X"," ","X",606.86458289038,38.3991685570887,3.17990068182791e-09,822,5
"746"," ","X","X"," ","X","X","X"," ","X"," "," ",606.881659301271,38.4162449679802,3.15286561622156e-09,1312,6
"747"," ","X","X"," ","X"," ","X","X","X"," "," ",606.885465215927,38.420050882636,3.14687155252583e-09,1321,6
"748","X","X","X","X","X"," "," "," ","X"," "," ",606.896861373725,38.4314470404337,3.12899141971659e-09,1027,6
"749","X"," ","X","X","X"," "," "," ","X"," "," ",606.898518494035,38.4331041607444,3.12639993584816e-09,649,5
"750"," ","X","X","X","X"," ","X"," ","X"," "," ",606.899252969068,38.4338386357767,3.12525201529381e-09,1282,6
"751","X","X"," ","X","X","X","X"," ","X","X","X",606.904734277894,38.4393199446025,3.11669850602708e-09,2012,9
"752","X","X"," ","X","X"," "," ","X"," ","X"," ",606.911883011084,38.4464686777932,3.1055781689197e-09,1090,6
"753"," ","X"," ","X"," ","X","X"," "," ","X","X",606.917326087925,38.4519117546338,3.09713770934295e-09,1371,6
"754"," ","X","X"," ","X"," ","X","X"," ","X"," ",606.950552135955,38.485137802664,3.04610992272392e-09,1322,6
"755"," "," "," "," "," "," ","X","X"," ","X"," ",606.954794576914,38.4893802436229,3.0396553002321e-09,223,3
"756"," "," "," ","X","X"," ","X"," "," ","X","X",606.967618281469,38.5022039481775,3.02022782906903e-09,983,5
"757","X","X","X","X"," ","X","X","X","X","X"," ",607.012836826284,38.5474224929934,2.95270882924517e-09,1996,9
"758"," ","X","X","X","X"," "," "," "," ","X","X",607.022147193268,38.5567328599774,2.93899537194169e-09,1290,6
"759"," ","X","X","X"," ","X"," ","X","X"," "," ",607.054215256448,38.5888009231571,2.89224720959818e-09,1295,6
"760","X"," "," "," "," "," ","X","X","X","X","X",607.072729927531,38.6073155942403,2.86559625545037e-09,1275,6
"761"," ","X","X","X"," ","X","X","X","X","X","X",607.075005921779,38.6095915884882,2.86233706997677e-09,2032,9
"762","X"," "," "," "," "," ","X"," "," ","X"," ",607.08529388429,38.6198795509987,2.84765106638953e-09,104,3
"763"," ","X"," ","X","X","X"," "," "," ","X","X",607.09751810397,38.632103770679,2.83029899319367e-09,1355,6
"764","X","X"," "," "," "," ","X"," ","X"," ","X",607.115154418773,38.6497400854818,2.80545069031826e-09,640,5
"765","X"," ","X"," "," ","X","X","X","X","X"," ",607.127897021136,38.662482687845,2.78763313978345e-09,1662,7
"766"," "," ","X"," "," ","X","X","X","X","X","X",607.145784762966,38.6803704296749,2.76281207249263e-09,1807,7
"767","X","X"," "," "," ","X"," ","X","X"," "," ",607.176388652842,38.7109743195506,2.7208574863036e-09,630,5
"768","X","X","X","X"," "," "," ","X","X"," "," ",607.19162419574,38.7262098624486,2.70020936202493e-09,1039,6
"769"," ","X"," "," "," ","X"," ","X","X"," ","X",607.254028217498,38.788613884207,2.61725825062739e-09,890,5
"770"," ","X","X"," "," ","X"," ","X"," ","X"," ",607.256614148358,38.7911998150672,2.61387641295846e-09,813,5
"771"," ","X","X","X","X"," "," "," ","X"," ","X",607.277005891812,38.8115915585212,2.58736106757353e-09,1289,6
"772"," ","X"," ","X","X"," ","X"," "," ","X","X",607.343832240195,38.8784179069037,2.50233748556991e-09,1361,6
"773","X","X","X"," "," ","X"," "," "," ","X"," ",607.383516411058,38.9181020777672,2.45317524504517e-09,578,5
"774"," ","X","X"," "," "," "," ","X"," ","X","X",607.397688478328,38.9322741450366,2.4358534067914e-09,826,5
"775"," "," "," ","X","X"," ","X","X"," ","X"," ",607.408748862535,38.9433345292439,2.42241984883011e-09,979,5
"776"," "," ","X","X"," ","X"," ","X","X","X","X",607.45599825772,38.9905839244288,2.36586162841455e-09,1799,7
"777","X"," ","X"," "," "," "," "," "," ","X"," ",607.465087871503,38.9996735382117,2.35513364096299e-09,82,3
"778"," "," ","X","X"," ","X","X"," "," ","X"," ",607.47752919626,39.012114862969,2.34052862326505e-09,915,5
"779"," ","X"," "," ","X"," "," "," "," "," "," ",607.47789594163,39.0124816083395,2.34009947359491e-09,24,2
"780","X"," ","X","X"," ","X"," ","X","X","X"," ",607.50333943646,39.0379251031693,2.31051788289165e-09,1638,7
"781","X","X","X"," "," "," "," "," "," ","X","X",607.535425405606,39.0700110723153,2.27374603392698e-09,589,5
"782","X","X","X"," "," "," "," "," ","X"," ","X",607.549591111797,39.0841767785059,2.25769832366824e-09,588,5
"783"," "," ","X","X"," "," ","X","X","X","X","X",607.552580477284,39.0871661439925,2.2543263016237e-09,1800,7
"784","X","X"," "," "," "," "," ","X"," ","X","X",607.55816904217,39.0927547088791,2.24803586993203e-09,644,5
"785"," "," "," ","X","X","X"," "," "," ","X","X",607.558209157679,39.0927948243876,2.24799077983313e-09,977,5
"786","X","X","X"," "," ","X"," "," ","X"," "," ",607.566792934332,39.1013786010408,2.23836332919679e-09,577,5
"787","X","X"," ","X"," ","X","X"," "," ","X"," ",607.574339116514,39.1089247832225,2.22993369335374e-09,1097,6
"788"," ","X","X","X"," "," "," ","X","X"," ","X",607.585580675569,39.1201663422775,2.21743488712597e-09,1308,6
"789","X"," ","X","X"," "," ","X","X","X","X"," ",607.604047054596,39.1386327213054,2.19705512048617e-09,1642,7
"790"," ","X"," "," ","X"," ","X","X"," ","X","X",607.66169705565,39.1962827223591,2.1346290436545e-09,1393,6
"791"," ","X"," ","X","X","X","X","X"," ","X"," ",607.681248024053,39.2158336907615,2.11386367230406e-09,1753,7
"792","X","X"," ","X","X","X"," "," "," ","X"," ",607.684540321634,39.2191259883425,2.11038680068579e-09,1083,6
"793"," "," ","X"," "," ","X"," "," "," ","X"," ",607.722970766854,39.257556433563,2.07022236857001e-09,164,3
"794"," ","X"," "," ","X","X","X"," ","X"," ","X",607.732733721125,39.2673193878338,2.06014125080394e-09,1385,6
"795","X"," ","X","X"," ","X"," "," ","X","X","X",607.772125953981,39.3067116206903,2.0199614607086e-09,1641,7
"796"," "," ","X"," "," "," "," "," "," ","X","X",607.789497846091,39.3240835127996,2.00249216294916e-09,175,3
"797"," "," ","X"," "," "," "," ","X"," ","X"," ",607.791397238692,39.3259829054008,2.00059130631113e-09,171,3
"798"," "," "," "," ","X","X","X","X","X"," "," ",607.798661552043,39.3332472187515,1.99333802574312e-09,1003,5
"799","X","X","X"," ","X","X","X"," ","X","X","X",607.803403563038,39.3379892297473,1.98861740884064e-09,2005,9
"800"," "," ","X"," ","X"," ","X","X"," ","X"," ",607.824053189214,39.3586388559228,1.9681909370011e-09,944,5
"801"," ","X"," "," ","X"," ","X","X","X"," ","X",607.870292429823,39.4048780965315,1.92320909501624e-09,1392,6
"802","X","X"," "," ","X"," ","X","X"," ","X"," ",607.873480245312,39.4080659120208,1.92014611884436e-09,1126,6
"803","X","X"," ","X","X"," ","X"," "," ","X"," ",607.904927060233,39.4395127269422,1.89019099448338e-09,1087,6
"804","X","X"," "," "," ","X"," ","X"," ","X"," ",607.919603510858,39.4541891775668,1.87637111579051e-09,631,5
"805"," "," "," ","X","X","X","X"," "," ","X","X",607.927817765652,39.4624034323605,1.86868042470913e-09,1463,6
"806"," "," "," ","X","X","X","X","X"," ","X"," ",607.978898034416,39.513483701125,1.82155838855392e-09,1459,6
"807","X"," ","X"," "," ","X","X"," ","X","X","X",608.001920453376,39.5365061200854,1.80071027209203e-09,1665,7
"808","X","X"," ","X","X"," "," "," "," ","X","X",608.019683918226,39.5542695849346,1.78478766014189e-09,1094,6
"809"," ","X"," "," "," ","X"," ","X"," ","X","X",608.044745811366,39.5793314780752,1.76256212565475e-09,891,5
"810"," "," ","X"," ","X","X","X","X"," ","X"," ",608.051015865556,39.5856015322651,1.75704509816831e-09,1438,6
"811","X","X"," "," ","X","X","X"," ","X"," "," ",608.061832552584,39.5964182192934,1.74756804538649e-09,1116,6
"812","X","X"," "," ","X"," ","X","X","X"," "," ",608.064839854794,39.5994255215029,1.74494228737108e-09,1125,6
"813","X"," "," ","X","X"," ","X"," "," ","X"," ",608.105371154847,39.6399568215564,1.70993581024384e-09,709,5
"814"," ","X","X"," "," ","X","X","X"," ","X"," ",608.115169978691,39.6497556454,1.70157861972643e-09,1332,6
"815","X"," ","X"," "," ","X"," ","X","X","X"," ",608.123645448054,39.658231114763,1.69438303824731e-09,1211,6
"816","X"," ","X","X"," "," ","X"," ","X","X","X",608.145809477469,39.680395144178,1.67570952169898e-09,1645,7
"817"," "," "," ","X","X"," "," ","X"," ","X","X",608.170551582977,39.7051372496861,1.65510693142719e-09,986,5
"818"," ","X"," ","X","X"," ","X"," ","X"," ","X",608.19615720616,39.7307428728687,1.63405197811661e-09,1360,6
"819"," ","X"," ","X"," ","X","X"," ","X"," ","X",608.200526961645,39.7351126283543,1.63048567170955e-09,1370,6
"820"," ","X"," ","X","X","X"," "," ","X"," ","X",608.223060665183,39.7576463318919,1.61221833227856e-09,1354,6
"821","X"," ","X"," "," ","X"," "," ","X","X","X",608.247182123203,39.7817677899118,1.59289059147598e-09,1214,6
"822"," "," ","X"," "," ","X"," ","X","X","X","X",608.266348355604,39.8009340223126,1.57769864520048e-09,1456,6
"823","X"," ","X"," "," "," "," ","X","X","X","X",608.293133852739,39.8277195194477,1.55670978690345e-09,1219,6
"824"," "," "," "," "," ","X","X"," "," ","X","X",608.376145906159,39.9107315728676,1.49341949895211e-09,552,4
"825"," "," ","X","X","X","X"," ","X","X","X","X",608.3982020852,39.9327877519087,1.47704041602232e-09,1976,8
"826","X","X"," ","X"," ","X","X","X","X","X","X",608.405044989984,39.9396306566929,1.47199542807225e-09,2015,9
"827"," "," "," "," ","X"," "," ","X","X"," ","X",608.41210505685,39.9466907235586,1.46680839558354e-09,544,4
"828"," "," ","X","X","X"," ","X","X","X","X","X",608.434991496104,39.9695771628129,1.45011905696378e-09,1977,8
"829"," ","X"," ","X"," "," ","X","X","X"," ","X",608.44769339278,39.9822790594894,1.44093860888184e-09,1377,6
"830","X","X"," "," "," ","X"," "," "," ","X","X",608.45006341984,39.9846490865488,1.4392320884595e-09,635,5
"831","X"," ","X","X","X","X"," ","X","X","X"," ",608.452638644709,39.9872243114181,1.43738010789848e-09,1906,8
"832"," ","X","X"," "," ","X"," "," "," ","X","X",608.462041089007,39.9966267557157,1.43063852395742e-09,817,5
"833","X"," ","X","X","X"," ","X","X","X","X"," ",608.493198827107,40.0277844938164,1.40852350450696e-09,1910,8
"834","X"," "," "," ","X","X"," ","X","X","X","X",608.503332570051,40.0379182367603,1.40140474708891e-09,1693,7
"835"," "," "," ","X","X","X"," ","X"," ","X"," ",608.535421047481,40.07000671419,1.37909968711809e-09,973,5
"836"," ","X","X"," "," ","X","X","X","X"," "," ",608.551408967141,40.0859946338496,1.36811916701057e-09,1331,6
"837","X","X","X","X","X","X"," ","X","X","X"," ",608.588131962957,40.1227176296663,1.34322767168895e-09,1987,9
"838","X"," ","X","X"," "," "," ","X","X","X","X",608.623954244715,40.1585399114239,1.31938311073331e-09,1646,7
"839"," ","X","X"," "," ","X"," "," ","X"," ","X",608.628679409998,40.1632650767068,1.31626963846445e-09,816,5
"840"," "," "," ","X"," "," ","X"," "," ","X","X",608.637310856883,40.171896523592,1.31060122318341e-09,522,4
"841","X"," "," ","X","X"," "," "," "," ","X","X",608.658411258152,40.1929969248607,1.29684680086444e-09,716,5
"842","X","X","X"," "," ","X"," ","X","X","X","X",608.66743969912,40.2020253658285,1.2910057423038e-09,1870,8
"843","X","X"," ","X","X"," "," "," ","X"," ","X",608.701239550435,40.2358252171442,1.26937116750181e-09,1093,6
"844"," ","X","X"," ","X","X","X","X"," ","X"," ",608.723379158182,40.257964824891,1.25539696616928e-09,1732,7
"845"," ","X","X","X","X","X"," ","X","X","X","X",608.730010426573,40.264596093282,1.25124142199851e-09,2030,9
"846","X","X","X","X","X"," ","X","X","X","X"," ",608.740924980026,40.2755106467345,1.24443164961413e-09,1991,9
"847","X"," ","X"," ","X"," ","X"," "," ","X"," ",608.746119022256,40.2807046889652,1.2412040272592e-09,674,5
"848"," "," ","X"," ","X"," ","X"," "," ","X","X",608.747944880565,40.2825305472736,1.24007141299337e-09,948,5
"849","X","X"," ","X","X"," ","X"," ","X"," "," ",608.771733820383,40.3063194870915,1.22540879578606e-09,1086,6
"850"," ","X"," "," "," ","X","X","X"," ","X","X",608.790269663633,40.3248553303415,1.21410426875953e-09,1398,6
"851","X"," "," ","X","X","X"," "," "," ","X"," ",608.805460071758,40.3400457384668,1.20491782968624e-09,705,5
"852","X","X"," ","X","X","X"," "," ","X"," "," ",608.814906678492,40.3494923452013,1.19924005672183e-09,1082,6
"853","X","X","X"," ","X"," ","X"," "," ","X"," ",608.815649424209,40.3502350909176,1.19879477420236e-09,1052,6
"854"," ","X","X","X","X"," ","X","X","X","X","X",608.822735727671,40.3573213943804,1.19455477833264e-09,2031,9
"855","X","X","X"," ","X"," "," ","X","X"," "," ",608.841858853428,40.3764445201367,1.18318739926671e-09,1054,6
"856"," "," "," "," "," "," ","X"," ","X"," ","X",608.844685905134,40.3792715718428,1.18151611476907e-09,226,3
"857"," "," "," "," "," ","X","X","X"," ","X"," ",608.847063310089,40.3816489767984,1.18011247805438e-09,548,4
"858","X","X"," ","X"," ","X","X"," ","X"," "," ",608.849485887801,40.3840715545103,1.17868388635418e-09,1096,6
"859"," "," "," "," ","X","X","X"," ","X"," ","X",608.863263870148,40.3978495368568,1.17059184845664e-09,1007,5
"860","X","X","X"," ","X"," "," ","X"," ","X"," ",608.872457338743,40.407043005452,1.1652232971135e-09,1055,6
"861","X","X"," "," "," ","X"," "," ","X"," ","X",608.908356447685,40.442942114394,1.14449464960279e-09,634,5
"862"," ","X","X","X"," ","X"," ","X"," ","X"," ",608.910082104622,40.444667771331,1.14350757293725e-09,1296,6
"863","X","X"," ","X"," "," ","X","X","X"," "," ",608.930364799696,40.4649504664052,1.13196947007234e-09,1105,6
"864"," ","X","X","X"," "," ","X","X"," ","X"," ",608.953372492327,40.4879581590357,1.11902208242011e-09,1302,6
"865","X","X"," "," "," ","X","X","X"," ","X"," ",608.986519353401,40.5211050201103,1.10062888784981e-09,1136,6
"866"," ","X","X","X","X","X","X"," "," ","X"," ",608.994111788357,40.528697455066,1.09645858193154e-09,1698,7
"867"," "," "," "," "," "," ","X","X","X"," "," ",609.071029315291,40.605614982,1.05509071785472e-09,222,3
"868"," ","X"," ","X"," ","X"," ","X","X"," ","X",609.085445312696,40.6200309794051,1.04751296834231e-09,1373,6
"869"," "," ","X"," "," "," "," ","X","X"," "," ",609.115107180857,40.6496928475664,1.03209200883794e-09,170,3
"870","X"," ","X"," "," "," "," "," ","X"," "," ",609.134669035126,40.6692547018347,1.02204639987399e-09,81,3
"871"," "," "," "," ","X","X"," "," ","X"," ","X",609.16935972133,40.7039453880385,1.0044715162263e-09,535,4
"872","X","X","X","X"," ","X"," "," ","X"," "," ",609.173331031341,40.7079166980503,1.00247896124988e-09,1032,6
"873","X"," "," "," ","X"," "," "," ","X"," ","X",609.180872331782,40.7154579984905,9.98706081309482e-10,330,4
"874"," "," "," "," ","X","X"," ","X","X"," "," ",609.181851031252,40.7164366979607,9.98217484310288e-10,531,4
"875","X"," "," "," ","X"," "," ","X","X"," "," ",609.192135046187,40.7267207128957,9.93097816517221e-10,326,4
"876","X"," "," "," "," ","X","X","X","X","X","X",609.192300177949,40.7268858446577,9.93015823906051e-10,1695,7
"877","X"," ","X","X","X","X"," "," ","X","X","X",609.231523960781,40.7661096274899,9.73730633056221e-10,1909,8
"878"," "," ","X","X","X","X","X","X","X","X","X",609.245980271548,40.7805659382566,9.66717732439735e-10,2035,9
"879"," ","X","X"," ","X","X"," ","X"," ","X"," ",609.292579421197,40.827165087906,9.44453995287365e-10,1316,6
"880"," "," ","X","X"," ","X","X"," ","X"," "," ",609.293151112143,40.8277367788519,9.44184065969283e-10,914,5
"881"," "," "," ","X"," ","X"," "," "," ","X","X",609.294856266437,40.8294419331455,9.43379419272683e-10,516,4
"882","X"," "," ","X","X","X","X"," "," ","X"," ",609.300799001899,40.8353846686082,9.40580452546902e-10,1222,6
"883","X"," "," "," "," ","X","X"," "," ","X"," ",609.313088400744,40.8476740674525,9.34818588972882e-10,334,4
"884","X"," "," ","X","X"," "," ","X"," ","X"," ",609.317542650575,40.8521283172837,9.3273894787169e-10,712,5
"885","X","X"," ","X"," "," "," ","X","X"," ","X",609.351822829435,40.8864084961444,9.1688795070493e-10,1112,6
"886","X"," ","X","X","X","X","X","X","X","X"," ",609.361703531177,40.8962891978857,9.12369373388506e-10,2017,9
"887","X","X","X","X"," "," "," ","X"," ","X"," ",609.370745176814,40.9053308435227,9.08254022501554e-10,1040,6
"888"," ","X","X"," ","X"," ","X"," "," ","X","X",609.420067311484,40.9546529781927,8.86129438105906e-10,1326,6
"889"," "," ","X"," "," ","X"," "," ","X"," "," ",609.440917045313,40.9755027120217,8.76939641077268e-10,163,3
"890"," "," ","X"," "," "," "," "," ","X"," ","X",609.448144397425,40.9827300641339,8.73776384228759e-10,174,3
"891"," ","X"," ","X","X","X","X","X","X"," "," ",609.472624613208,41.0072102799166,8.6314645546487e-10,1752,7
"892"," "," "," ","X","X"," ","X","X","X"," "," ",609.498917409473,41.0335030761817,8.51873450576775e-10,978,5
