"ID","(Intercept)","bordering_language_evenness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_richness","bordering_language_richness_perkm","altitude_range","area","L1_pop","roughness","vehicularity","islands11km","BIC","delta","Nparam"
87,"-2.787*** (-2.976--2.619)","-0.207** (-0.344--0.076)","0.888*** (0.553-1.209)","0.865*** (0.56-1.158)","5.886*** (4.742-7.065)","-0.557 (-1.849-0.747)",NA,"-0.186* (-0.374--0.009)","-0.113 (-0.252-0.021)",NA,NA,"0.085 (-0.055-0.227)",NA,NA,787.391830209147,17.219711901076,6
88,"-2.755*** (-2.943--2.587)","-0.229*** (-0.365--0.098)","0.9*** (0.569-1.218)","0.888*** (0.585-1.18)","5.793*** (4.642-6.986)","-0.607 (-1.907-0.695)",NA,NA,NA,NA,NA,NA,"-0.15 (-0.925-0.441)","-0.019 (-0.154-0.094)",787.396159885991,17.2240415779197,5
89,"-2.797*** (-2.984--2.629)",NA,"0.924*** (0.597-1.239)","0.856*** (0.554-1.147)","6.347*** (5.289-7.44)","-1.086 (-2.296-0.138)","-0.287** (-0.468--0.114)",NA,NA,NA,"-0.066 (NA-0.056)",NA,NA,"-0.037 (-0.171-0.077)",787.400203452881,17.2280851448101,5
90,"-2.794*** (-2.996--2.621)","-0.2** (-0.337--0.069)","0.889*** (0.554-1.209)","0.857*** (0.551-1.152)","5.76*** (4.62-6.933)","-0.468 (-1.762-0.837)",NA,"-0.197* (-0.387--0.018)","-0.051 (-0.146-0.039)",NA,"-0.185 (-1.354-0.033)",NA,NA,NA,787.406007126366,17.233888818295,6
91,"-2.799*** (-2.987--2.632)",NA,"0.921*** (0.594-1.235)","0.86*** (0.558-1.151)","6.409*** (5.375-7.475)","-1.144 (-2.331-0.061)","-0.273** (-0.449--0.106)",NA,NA,NA,"-0.065 (NA-0.058)","-0.028 (-0.12-0.065)",NA,NA,787.411089004049,17.238970695978,5
92,"-2.808*** (-3--2.637)",NA,"0.927*** (0.599-1.242)","0.864*** (0.562-1.154)","6.437*** (5.404-7.503)","-1.174* (-2.361-0.027)","-0.28** (-0.456--0.111)",NA,NA,NA,"-0.082 (NA-0.056)",NA,"0.188 (-0.643-0.823)",NA,787.531072985726,17.358954677655,5
93,"-2.77*** (-2.951--2.607)",NA,"0.943*** (0.619-1.253)","0.91*** (0.612-1.197)","6.855*** (5.833-7.906)","-1.623** (-2.783--0.444)",NA,NA,"-0.081 (-0.172-0.007)",NA,NA,NA,"-0.161 (-0.937-0.427)",NA,787.545191585654,17.3730732775834,4
94,"-2.793*** (-2.979--2.626)",NA,"0.916*** (0.589-1.23)","0.849*** (0.546-1.14)","6.329*** (5.268-7.425)","-1.064 (-2.279-0.165)","-0.291** (-0.47--0.119)",NA,NA,NA,NA,"-0.032 (-0.124-0.061)",NA,"-0.04 (-0.175-0.074)",787.551897519774,17.3797792117026,5
95,"-2.795*** (-2.989--2.623)","-0.168* (-0.308--0.035)","0.891*** (0.557-1.211)","0.851*** (0.545-1.145)","5.785*** (4.669-6.939)","-0.522 (-1.788-0.75)","-0.231* (-0.414--0.058)",NA,NA,"0.073* (-0.034-0.137)","-0.109 (NA-0.037)",NA,NA,NA,787.630736809955,17.4586185018836,6
96,"-2.777*** (-2.956--2.616)",NA,"0.944*** (0.62-1.255)","0.911*** (0.613-1.198)","6.882*** (5.864-7.928)","-1.653** (-2.807--0.478)",NA,NA,"-0.079 (-0.171-0.008)","0.018 (-0.117-0.084)",NA,NA,NA,NA,787.653549520952,17.481431212881,4
97,"-2.681*** (-2.852--2.528)","-0.253*** (-0.386--0.126)",NA,"0.983*** (0.689-1.266)","5.577*** (4.515-6.668)","-0.423 (-1.631-0.796)",NA,NA,NA,NA,NA,NA,NA,NA,787.65900634552,17.4868880374486,2
98,"-2.805*** (-3.006--2.634)",NA,"0.926*** (0.597-1.241)","0.867*** (0.565-1.158)","6.506*** (5.445-7.594)","-1.217* (-2.426-0.018)",NA,"-0.246** (-0.434--0.068)","-0.044 (-0.138-0.046)",NA,"-0.263 (-1.476-0.015)",NA,NA,NA,787.757774857765,17.5856565496939,5
99,"-2.776*** (-2.956--2.615)",NA,"0.946*** (0.622-1.256)","0.912*** (0.614-1.198)","6.873*** (5.84-7.936)","-1.645** (-2.813--0.457)",NA,NA,"-0.081 (-0.173-0.008)",NA,NA,NA,NA,"-0.005 (-0.137-0.108)",787.771456230861,17.5993379227905,4
100,"-2.786*** (-2.978--2.615)","-0.177* (-0.317--0.043)","0.886*** (0.554-1.204)","0.854*** (0.549-1.148)","5.87*** (4.751-7.027)","-0.571 (-1.839-0.706)","-0.191* (-0.373--0.023)",NA,"-0.072 (-0.164-0.016)",NA,NA,NA,"-0.004 (-0.813-0.623)",NA,787.895322529526,17.7232042214551,6
101,"-2.798*** (-2.987--2.629)",NA,"0.916*** (0.589-1.23)","0.856*** (0.554-1.146)","6.421*** (5.386-7.489)","-1.156 (-2.345-0.05)","-0.279** (-0.455--0.111)",NA,NA,NA,NA,"-0.029 (-0.121-0.064)","0.065 (-0.737-0.684)",NA,787.95416316327,17.7820448551994,5
102,"-2.797*** (-2.985--2.628)",NA,"0.919*** (0.592-1.234)","0.852*** (0.549-1.143)","6.361*** (5.303-7.454)","-1.099 (-2.31-0.124)","-0.293** (-0.475--0.12)",NA,NA,NA,NA,NA,"0.084 (-0.722-0.709)","-0.037 (-0.171-0.077)",787.963756099591,17.7916377915201,5
103,"-2.808*** (-2.997--2.638)",NA,"0.892*** (0.561-1.209)","0.816*** (0.511-1.11)","6.226*** (5.162-7.32)","-0.856 (-2.083-0.392)","-0.263** (-0.441--0.096)","-0.201* (-0.389--0.024)","-0.038 (-0.133-0.052)","0.052 (-0.08-0.122)",NA,NA,NA,NA,788.123641794199,17.9515234861284,6
104,"-2.802*** (-2.99--2.632)",NA,"0.899*** (0.569-1.215)","0.813*** (0.507-1.106)","6.122*** (5.036-7.241)","-0.754 (-2.006-0.517)","-0.263** (-0.441--0.095)","-0.213* (-0.4--0.038)","-0.046 (-0.142-0.045)",NA,NA,NA,NA,"-0.056 (-0.192-0.06)",788.14867472806,17.9765564199887,6
105,"-2.81*** (-3.001--2.64)",NA,"0.904*** (0.573-1.221)","0.826*** (0.522-1.119)","6.221*** (5.155-7.316)","-0.856 (-2.084-0.394)","-0.238** (-0.413--0.074)","-0.218* (-0.405--0.041)","-0.038 (-0.133-0.052)",NA,"-0.084 (NA-0.05)",NA,NA,NA,788.173719900732,18.001601592661,6
106,"-2.806*** (-2.996--2.635)",NA,"0.893*** (0.561-1.211)","0.805*** (0.499-1.099)","6.076*** (4.993-7.192)","-0.73 (-1.98-0.536)","-0.283** (-0.464--0.111)","-0.224* (-0.407--0.052)",NA,"0.053 (-0.078-0.123)",NA,NA,NA,"-0.046 (-0.181-0.068)",788.204786432249,18.0326681241783,6
107,"-2.808*** (-3--2.637)",NA,"0.905*** (0.574-1.223)","0.815*** (0.509-1.108)","6.065*** (4.981-7.182)","-0.725 (-1.976-0.544)","-0.258** (-0.437--0.088)","-0.242** (-0.424--0.07)",NA,NA,"-0.086 (NA-0.049)",NA,NA,"-0.048 (-0.183-0.067)",788.220372442056,18.048254133985,6
108,"-2.8*** (-3.009--2.623)","-0.197** (-0.334--0.066)","0.888*** (0.553-1.21)","0.852*** (0.546-1.147)","5.699*** (4.563-6.872)","-0.439 (-1.733-0.865)",NA,"-0.222* (-0.405--0.048)",NA,"0.028 (-0.101-0.095)","-0.271 (-1.535-0.023)",NA,NA,NA,788.284928479097,18.1128101710265,6
109,"-2.775*** (-2.966--2.605)","-0.202** (-0.34--0.071)","0.881*** (0.547-1.2)","0.854*** (0.548-1.148)","5.765*** (4.626-6.938)","-0.467 (-1.762-0.839)",NA,"-0.195* (-0.384--0.016)","-0.053 (-0.148-0.037)",NA,NA,NA,"-0.236 (-1.028-0.364)",NA,788.294788246977,18.1226699389057,6
110,"-2.812*** (-3.019--2.637)",NA,"0.924*** (0.594-1.24)","0.861*** (0.559-1.152)","6.445*** (5.391-7.528)","-1.184 (-2.391-0.048)",NA,"-0.266** (-0.447--0.092)",NA,"0.03 (-0.108-0.099)","-0.359 (-1.66--0.002)",NA,NA,NA,788.325202663386,18.1530843553153,5
111,"-2.782*** (-2.972--2.613)","-0.212** (-0.351--0.078)","0.886*** (0.553-1.206)","0.853*** (0.548-1.147)","5.715*** (4.559-6.91)","-0.426 (-1.738-0.893)",NA,"-0.189* (-0.378--0.012)","-0.059 (-0.155-0.033)",NA,NA,NA,NA,"-0.042 (-0.178-0.073)",788.32802905741,18.1559107493395,6
112,"-2.793*** (-2.997--2.619)","-0.202** (-0.341--0.069)","0.891*** (0.556-1.212)","0.849*** (0.543-1.145)","5.623*** (4.46-6.828)","-0.368 (-1.689-0.957)",NA,"-0.23** (-0.413--0.056)",NA,NA,"-0.211 (-1.396-0.028)",NA,NA,"-0.033 (-0.168-0.081)",788.331961873213,18.1598435651416,6
113,"-2.783*** (-2.974--2.613)","-0.174* (-0.315--0.04)","0.883*** (0.55-1.203)","0.837*** (0.53-1.132)","5.68*** (4.54-6.864)","-0.425 (-1.717-0.866)","-0.244** (-0.431--0.069)",NA,NA,"0.06 (-0.055-0.126)",NA,NA,NA,"-0.051 (-0.187-0.064)",788.341778317362,18.1696600092906,6
114,"-2.807*** (-2.996--2.639)",NA,"0.901*** (0.569-1.218)","0.827*** (0.522-1.119)","6.311*** (5.229-7.422)","-0.922 (-2.157-0.333)","-0.239** (-0.413--0.077)","-0.213* (-0.399--0.037)","-0.079 (-0.217-0.053)",NA,NA,"0.057 (-0.082-0.199)",NA,NA,788.351943440578,18.1798251325066,6
115,"-2.794*** (-2.977--2.629)",NA,"0.928*** (0.599-1.243)","0.873*** (0.573-1.162)","6.664*** (5.601-7.754)","-1.343* (-2.547--0.115)",NA,"-0.234** (-0.421--0.058)","-0.097 (-0.236-0.035)",NA,NA,"0.073 (-0.066-0.215)",NA,NA,788.419993597581,18.24787528951,5
116,"-2.79*** (-3--2.613)","-0.196** (-0.333--0.066)","0.889*** (0.554-1.21)","0.853*** (0.547-1.147)","5.693*** (4.556-6.867)","-0.432 (-1.728-0.874)",NA,"-0.228* (-0.411--0.054)",NA,NA,"-0.167 (-1.406-0.049)",NA,"-0.086 (-0.92-0.578)",NA,788.571618183149,18.399499875078,6
117,"-2.803*** (-2.995--2.631)",NA,"0.889*** (0.557-1.207)","0.811*** (0.506-1.105)","6.158*** (5.098-7.249)","-0.808 (-2.036-0.44)","-0.264** (-0.442--0.096)","-0.223* (-0.406--0.051)",NA,"0.061 (-0.073-0.14)",NA,NA,"-0.173 (-1.05-0.516)",NA,788.583176350841,18.4110580427703,6
118,"-2.802*** (-3.012--2.626)",NA,"0.925*** (0.595-1.241)","0.862*** (0.56-1.153)","6.443*** (5.387-7.526)","-1.18 (-2.389-0.053)",NA,"-0.271** (-0.453--0.098)",NA,NA,"-0.243 (-1.532-0.041)",NA,"-0.073 (-0.917-0.588)",NA,788.61754195627,18.4454236481988,5
119,"-2.795*** (-2.999--2.621)","-0.196** (-0.333--0.065)","0.891*** (0.556-1.212)","0.854*** (0.548-1.148)","5.702*** (4.566-6.873)","-0.442 (-1.736-0.862)",NA,"-0.227* (-0.413--0.05)",NA,NA,"-0.2 (-1.379-0.03)","0.001 (-0.094-0.097)",NA,NA,788.623102326835,18.4509840187645,6
120,"-2.807*** (-3.009--2.634)",NA,"0.926*** (0.597-1.242)","0.863*** (0.56-1.154)","6.442*** (5.369-7.544)","-1.181 (-2.404-0.064)",NA,"-0.271** (-0.453--0.098)",NA,NA,"-0.279 (-1.499-0.01)",NA,NA,"-0.004 (-0.136-0.108)",788.650953716818,18.478835408747,5
121,"-2.807*** (-3.009--2.635)",NA,"0.926*** (0.597-1.242)","0.863*** (0.561-1.154)","6.449*** (5.394-7.531)","-1.188 (-2.395-0.044)",NA,"-0.271** (-0.456--0.095)",NA,NA,"-0.277 (-1.495-0.01)","0.001 (-0.093-0.097)",NA,NA,788.654322102656,18.4822037945852,5
122,"-2.786*** (-2.975--2.617)","-0.204** (-0.341--0.073)","0.885*** (0.551-1.204)","0.858*** (0.553-1.151)","5.808*** (4.674-6.977)","-0.517 (-1.805-0.783)",NA,"-0.187* (-0.377--0.008)","-0.053 (-0.148-0.037)","0.006 (-0.136-0.075)",NA,NA,NA,NA,788.777859433295,18.6057411252245,6
123,"-2.809*** (-3--2.639)",NA,"0.892*** (0.56-1.209)","0.813*** (0.508-1.106)","6.177*** (5.119-7.265)","-0.83 (-2.054-0.415)","-0.267** (-0.444--0.1)","-0.22* (-0.405--0.044)",NA,"0.053 (-0.077-0.123)",NA,"-0.002 (-0.097-0.094)",NA,NA,788.777970498437,18.6058521903659,6
124,"-2.816*** (-3.012--2.642)",NA,"0.906*** (0.574-1.224)","0.824*** (0.52-1.117)","6.177*** (5.117-7.268)","-0.837 (-2.065-0.411)","-0.245** (-0.42--0.078)","-0.236** (-0.418--0.064)",NA,NA,"-0.093 (NA-0.054)",NA,"0.084 (-0.763-0.73)",NA,788.792832044624,18.6207137365529,6
125,"-2.788*** (-2.979--2.617)","-0.168* (-0.308--0.034)","0.881*** (0.548-1.2)","0.843*** (0.537-1.138)","5.797*** (4.683-6.95)","-0.537 (-1.802-0.734)","-0.228* (-0.411--0.057)",NA,NA,"0.059 (-0.056-0.125)",NA,"-0.022 (-0.115-0.071)",NA,NA,788.827555998805,18.6554376907342,6
126,"-2.812*** (-3.004--2.641)",NA,"0.904*** (0.573-1.221)","0.823*** (0.519-1.116)","6.17*** (5.111-7.259)","-0.829 (-2.055-0.417)","-0.242** (-0.416--0.077)","-0.238** (-0.423--0.062)",NA,NA,"-0.085 (NA-0.049)","-0.001 (-0.096-0.095)",NA,NA,788.840478307686,18.6683599996155,6
127,"-2.782*** (-2.967--2.615)",NA,"0.92*** (0.592-1.234)","0.866*** (0.565-1.155)","6.533*** (5.477-7.615)","-1.237* (-2.443--0.005)",NA,"-0.242** (-0.43--0.065)","-0.046 (-0.14-0.044)",NA,NA,NA,"-0.255 (-1.043-0.341)",NA,788.881638186179,18.7095198781077,5
128,"-2.709*** (-2.885--2.551)","-0.225*** (-0.36--0.096)",NA,"0.941*** (0.644-1.227)","5.474*** (4.401-6.574)","-0.243 (-1.469-0.997)",NA,"-0.234** (-0.415--0.063)",NA,NA,NA,NA,NA,NA,788.898847068474,18.7267287604031,3
129,"-2.783*** (-2.976--2.61)","-0.169* (-0.309--0.036)","0.881*** (0.547-1.2)","0.845*** (0.539-1.139)","5.788*** (4.671-6.944)","-0.527 (-1.795-0.747)","-0.227* (-0.41--0.054)",NA,NA,"0.067 (-0.053-0.141)",NA,NA,"-0.137 (-1.008-0.556)",NA,788.927933163662,18.7558148555908,6
130,"-2.805*** (-2.996--2.633)",NA,"0.897*** (0.567-1.214)","0.822*** (0.518-1.115)","6.234*** (5.167-7.331)","-0.869 (-2.099-0.382)","-0.242** (-0.417--0.077)","-0.214* (-0.402--0.037)","-0.039 (-0.134-0.051)",NA,NA,NA,"-0.047 (-0.866-0.582)",NA,788.97317598863,18.8010576805586,6
131,"-2.787*** (-2.986--2.619)",NA,"0.951*** (0.625-1.263)","0.913*** (0.614-1.2)","6.773*** (5.753-7.824)","-1.608** (-2.765--0.434)",NA,NA,NA,"0.042 (-0.077-0.106)","-0.244 (-1.488-0.027)",NA,NA,NA,789.038086543198,18.8659682351272,4
132,"-2.783*** (-2.974--2.612)","-0.18** (-0.32--0.047)","0.896*** (0.563-1.215)","0.85*** (0.544-1.145)","5.666*** (4.526-6.851)","-0.424 (-1.717-0.868)","-0.217* (-0.401--0.043)",NA,NA,NA,"-0.07 (NA-0.053)",NA,NA,"-0.053 (-0.188-0.063)",789.053028553737,18.8809102456665,6
133,"-2.804*** (-2.994--2.634)",NA,"0.899*** (0.568-1.216)","0.811*** (0.505-1.104)","6.081*** (4.998-7.198)","-0.742 (-1.993-0.526)","-0.264** (-0.442--0.096)","-0.235** (-0.42--0.06)",NA,NA,NA,"-0.006 (-0.101-0.09)",NA,"-0.048 (-0.183-0.067)",789.084414796087,18.9122964880161,6
134,"-2.803*** (-2.996--2.631)",NA,"0.899*** (0.568-1.216)","0.811*** (0.506-1.104)","6.082*** (4.998-7.2)","-0.743 (-1.994-0.526)","-0.262** (-0.443--0.092)","-0.238** (-0.42--0.066)",NA,NA,NA,NA,"-0.028 (-0.85-0.606)","-0.047 (-0.182-0.068)",789.093306271298,18.9211879632275,6
135,"-2.72*** (-2.893--2.563)",NA,"0.99*** (0.668-1.3)",NA,"5.918*** (4.924-6.933)","-0.605 (-1.761-0.574)","-0.28** (-0.449--0.121)","-0.268** (-0.447--0.098)",NA,NA,NA,NA,NA,NA,789.245769367893,19.0736510598223,3
136,"-2.774*** (-2.966--2.602)","-0.204** (-0.343--0.071)","0.884*** (0.549-1.204)","0.847*** (0.541-1.141)","5.638*** (4.476-6.841)","-0.377 (-1.697-0.947)",NA,"-0.228* (-0.411--0.054)",NA,NA,NA,NA,"-0.24 (-1.029-0.36)","-0.03 (-0.165-0.084)",789.359505557545,19.187387249474,6
137,"-2.779*** (-2.97--2.609)","-0.178* (-0.319--0.045)","0.888*** (0.557-1.206)","0.842*** (0.536-1.137)","5.666*** (4.526-6.851)","-0.422 (-1.716-0.87)","-0.221* (-0.404--0.05)",NA,NA,NA,NA,"-0.029 (-0.121-0.065)",NA,"-0.055 (-0.191-0.061)",789.380773971623,19.2086556635525,6
138,"-2.78*** (-2.973--2.616)",NA,"0.951*** (0.627-1.262)","0.914*** (0.616-1.201)","6.766*** (5.746-7.815)","-1.601** (-2.757--0.425)",NA,NA,NA,NA,"-0.152 (-1.277-0.037)","-0.03 (-0.121-0.062)",NA,NA,789.383974288805,19.211855980734,4
139,"-2.774*** (-2.966--2.603)","-0.2** (-0.337--0.069)","0.88*** (0.545-1.2)","0.849*** (0.544-1.143)","5.703*** (4.568-6.875)","-0.437 (-1.731-0.868)",NA,"-0.221* (-0.405--0.047)",NA,"0.024 (-0.118-0.1)",NA,NA,"-0.298 (-1.136-0.355)",NA,789.406549867086,19.2344315590152,6
140,"-2.792*** (-2.977--2.627)",NA,"0.926*** (0.598-1.24)","0.87*** (0.569-1.159)","6.572*** (5.51-7.662)","-1.283* (-2.493--0.05)",NA,"-0.235** (-0.422--0.059)","-0.047 (-0.142-0.044)",NA,NA,NA,NA,"-0.009 (-0.142-0.104)",789.45437965569,19.2822613476188,5
141,"-2.793*** (-2.977--2.628)",NA,"0.925*** (0.597-1.239)","0.87*** (0.57-1.16)","6.585*** (5.535-7.66)","-1.296* (-2.494--0.072)",NA,"-0.235* (-0.423--0.057)","-0.046 (-0.14-0.044)","0 (-0.152-0.074)",NA,NA,NA,NA,789.473942690756,19.3018243826847,5
142,"-2.728*** (-2.903--2.57)",NA,NA,"0.9*** (0.605-1.185)","5.978*** (4.975-7.004)","-0.664 (-1.829-0.524)","-0.263** (-0.433--0.105)","-0.253** (-0.432--0.084)",NA,NA,NA,NA,NA,NA,789.513343905517,19.3412255974459,3
143,"-2.787*** (-2.978--2.616)","-0.173* (-0.313--0.04)","0.894*** (0.561-1.212)","0.856*** (0.551-1.15)","5.787*** (4.673-6.94)","-0.54 (-1.806-0.732)","-0.2* (-0.381--0.032)",NA,NA,NA,"-0.069 (NA-0.055)","-0.023 (-0.115-0.07)",NA,NA,789.553104384091,19.3809860760205,6
144,"-2.776*** (-2.968--2.604)","-0.199** (-0.336--0.068)","0.883*** (0.548-1.203)","0.851*** (0.545-1.144)","5.707*** (4.572-6.879)","-0.443 (-1.737-0.862)",NA,"-0.225* (-0.411--0.047)",NA,NA,NA,"-0.001 (-0.096-0.095)","-0.238 (-1.026-0.361)",NA,789.600612134174,19.4284938261027,6
145,"-2.703*** (-2.879--2.546)","-0.196** (-0.334--0.066)",NA,"0.943*** (0.647-1.229)","5.541*** (4.485-6.628)","-0.328 (-1.53-0.883)","-0.211* (-0.388--0.048)",NA,NA,NA,NA,NA,NA,NA,789.64613373555,19.4740154274785,3
146,"-2.793*** (-2.989--2.619)","-0.173* (-0.313--0.04)","0.899*** (0.565-1.218)","0.86*** (0.555-1.154)","5.806*** (4.689-6.963)","-0.56 (-1.829-0.714)","-0.205* (-0.387--0.035)",NA,NA,NA,"-0.082 (NA-0.055)",NA,"0.139 (-0.696-0.78)",NA,789.66410900493,19.4919906968595,6
147,"-2.806*** (-2.999--2.634)",NA,"0.897*** (0.567-1.214)","0.819*** (0.515-1.112)","6.182*** (5.122-7.273)","-0.842 (-2.069-0.405)","-0.246** (-0.421--0.081)","-0.234** (-0.419--0.058)",NA,NA,NA,"-0.003 (-0.098-0.093)","-0.044 (-0.86-0.586)",NA,789.678943601936,19.5068252938648,6
148,"-2.781*** (-2.974--2.609)","-0.179* (-0.319--0.045)","0.891*** (0.559-1.21)","0.846*** (0.54-1.14)","5.685*** (4.544-6.871)","-0.443 (-1.737-0.85)","-0.222* (-0.408--0.048)",NA,NA,NA,NA,NA,"0.04 (-0.77-0.672)","-0.052 (-0.188-0.063)",789.729419559262,19.5573012511912,6
149,"-2.781*** (-2.968--2.614)",NA,"0.918*** (0.589-1.233)","0.861*** (0.56-1.151)","6.476*** (5.426-7.553)","-1.208* (-2.411-0.021)",NA,"-0.264** (-0.446--0.091)",NA,"0.02 (-0.133-0.1)",NA,NA,"-0.302 (-1.133-0.343)",NA,789.739810430508,19.5676921224368,5
150,"-2.781*** (-2.973--2.616)",NA,"0.953*** (0.628-1.265)","0.917*** (0.619-1.204)","6.8*** (5.764-7.867)","-1.636** (-2.804--0.451)",NA,NA,NA,NA,"-0.148 (-1.263-0.037)",NA,NA,"0.012 (-0.12-0.122)",789.757327674046,19.5852093659746,4
151,"-2.78*** (-2.981--2.612)",NA,"0.954*** (0.629-1.266)","0.916*** (0.618-1.203)","6.782*** (5.762-7.832)","-1.62** (-2.777--0.445)",NA,NA,NA,NA,"-0.151 (-1.35-0.049)",NA,"0.002 (-0.813-0.653)",NA,789.793215035606,19.6210967275354,4
152,"-2.712*** (-2.882--2.559)",NA,NA,"0.944*** (0.651-1.226)","6.233*** (5.256-7.235)","-1.003 (-2.127-0.139)","-0.297*** (-0.469--0.134)",NA,NA,NA,NA,NA,NA,NA,789.803591008176,19.631472700105,2
153,"-2.783*** (-2.97--2.615)",NA,"0.92*** (0.592-1.235)","0.862*** (0.562-1.152)","6.476*** (5.426-7.553)","-1.209* (-2.413-0.019)",NA,"-0.267** (-0.452--0.091)",NA,NA,NA,"-0.001 (-0.095-0.095)","-0.256 (-1.041-0.338)",NA,789.859976746481,19.6878584384098,5
154,"-2.783*** (-2.97--2.615)",NA,"0.92*** (0.592-1.235)","0.862*** (0.561-1.152)","6.476*** (5.409-7.572)","-1.209* (-2.428-0.031)",NA,"-0.268** (-0.449--0.095)",NA,NA,NA,NA,"-0.256 (-1.041-0.338)","0 (-0.133-0.111)",789.860165787551,19.6880474794797,5
155,"-2.785*** (-2.975--2.614)","-0.205** (-0.344--0.073)","0.888*** (0.554-1.208)","0.851*** (0.546-1.145)","5.684*** (4.527-6.883)","-0.43 (-1.745-0.889)",NA,"-0.22* (-0.404--0.045)",NA,"0.006 (-0.137-0.075)",NA,NA,NA,"-0.029 (-0.164-0.085)",789.865076373323,19.6929580652517,6
156,"-2.784*** (-2.975--2.614)","-0.205** (-0.344--0.072)","0.888*** (0.554-1.208)","0.851*** (0.546-1.145)","5.681*** (4.524-6.879)","-0.427 (-1.74-0.892)",NA,"-0.22* (-0.406--0.044)",NA,NA,NA,"-0.003 (-0.098-0.093)",NA,"-0.03 (-0.165-0.084)",789.873310400649,19.701192092578,6
157,"-2.787*** (-2.977--2.617)","-0.2** (-0.337--0.069)","0.887*** (0.553-1.207)","0.855*** (0.55-1.148)","5.752*** (4.621-6.919)","-0.494 (-1.782-0.805)",NA,"-0.216* (-0.403--0.039)",NA,"0.007 (-0.133-0.076)",NA,"-0.001 (-0.096-0.095)",NA,NA,790.089882238921,19.9177639308504,6
158,"-2.785*** (-2.977--2.612)","-0.172* (-0.312--0.039)","0.888*** (0.556-1.206)","0.852*** (0.547-1.146)","5.802*** (4.685-6.958)","-0.555 (-1.823-0.719)","-0.205* (-0.386--0.035)",NA,NA,NA,NA,"-0.025 (-0.116-0.069)","0.017 (-0.786-0.642)",NA,790.192889286823,20.0207709787521,6
159,"-2.764*** (-2.946--2.601)",NA,"0.942*** (0.618-1.254)","0.909*** (0.612-1.196)","6.788*** (5.77-7.837)","-1.617** (-2.773--0.443)",NA,NA,NA,"0.036 (-0.097-0.108)",NA,NA,"-0.236 (-1.06-0.407)",NA,790.349786469088,20.1776681610174,4
160,"-2.767*** (-2.949--2.603)",NA,"0.944*** (0.621-1.255)","0.911*** (0.613-1.197)","6.78*** (5.761-7.829)","-1.61** (-2.768--0.433)",NA,NA,NA,NA,NA,"-0.031 (-0.122-0.061)","-0.148 (-0.918-0.436)",NA,790.362794556919,20.1906762488484,4
161,"-2.774*** (-2.955--2.613)",NA,"0.945*** (0.621-1.256)","0.911*** (0.613-1.198)","6.808*** (5.793-7.853)","-1.64** (-2.792--0.468)",NA,NA,NA,"0.021 (-0.109-0.086)",NA,"-0.03 (-0.121-0.063)",NA,NA,790.37817286454,20.2060545564693,4
162,"-2.794*** (-2.98--2.628)",NA,"0.925*** (0.597-1.24)","0.867*** (0.566-1.156)","6.528*** (5.484-7.599)","-1.269* (-2.465--0.049)",NA,"-0.26** (-0.445--0.083)",NA,"0.002 (-0.149-0.075)",NA,"-0.001 (-0.095-0.094)",NA,NA,790.462635221875,20.2905169138043,5
163,"-2.795*** (-2.98--2.628)",NA,"0.925*** (0.597-1.24)","0.867*** (0.566-1.157)","6.53*** (5.47-7.62)","-1.271* (-2.481--0.038)",NA,"-0.26** (-0.442--0.086)",NA,"0.002 (-0.149-0.076)",NA,NA,NA,"0.001 (-0.132-0.113)",790.463001206067,20.2908828979959,5
164,"-2.794*** (-2.98--2.628)",NA,"0.925*** (0.597-1.24)","0.867*** (0.566-1.157)","6.528*** (5.47-7.617)","-1.269* (-2.478--0.038)",NA,"-0.26** (-0.444--0.085)",NA,NA,NA,"-0.001 (-0.096-0.095)",NA,"0.001 (-0.132-0.112)",790.463788136243,20.2916698281717,5
165,"-2.774*** (-2.955--2.612)",NA,"0.946*** (0.622-1.257)","0.913*** (0.615-1.2)","6.82*** (5.789-7.884)","-1.652** (-2.818--0.468)",NA,NA,NA,NA,NA,"-0.03 (-0.122-0.062)",NA,"0.011 (-0.12-0.122)",790.528959480033,20.3568411719618,4
166,"-2.778*** (-2.97--2.611)","-0.228*** (-0.363--0.1)","0.906*** (0.573-1.226)","0.899*** (0.595-1.191)","5.992*** (4.856-7.162)","-0.703 (-1.979-0.582)",NA,NA,"-0.143* (-0.28--0.011)",NA,"-0.122 (NA-0.039)","0.089 (-0.051-0.232)",NA,NA,790.600145813348,20.4280275052776,6
167,"-2.701*** (-2.869--2.549)",NA,"1.017*** (0.698-1.323)",NA,"6.178*** (5.211-7.167)","-0.957 (-2.07-0.176)","-0.318*** (-0.489--0.155)",NA,NA,NA,NA,NA,NA,NA,790.685413188066,20.513294879995,2
168,"-2.775*** (-2.956--2.613)",NA,"0.946*** (0.621-1.257)","0.914*** (0.616-1.2)","6.847*** (5.816-7.91)","-1.68** (-2.844--0.499)",NA,NA,NA,"0.024 (-0.105-0.087)",NA,NA,NA,"0.016 (-0.116-0.126)",790.717777013007,20.5456587049363,4
169,"-2.768*** (-2.95--2.604)",NA,"0.946*** (0.621-1.257)","0.914*** (0.616-1.2)","6.817*** (5.783-7.884)","-1.649** (-2.818--0.464)",NA,NA,NA,NA,NA,NA,"-0.146 (-0.914-0.438)","0.014 (-0.117-0.124)",790.754893554551,20.5827752464802,4
