"ID","(Intercept)","bordering_language_evenness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_richness","bordering_language_richness_perkm","altitude_range","area","L1_pop","roughness","vehicularity","islands11km","BIC","delta","Nparam"
1731,"-2.64*** (-2.824--2.484)","-0.169* (-0.306--0.04)",NA,NA,"5.183*** (4.173-6.214)","0.102 (-1.048-1.268)","-0.236** (-0.415--0.07)","-0.231* (-0.418--0.056)","-0.036 (-0.127-0.051)","0.066 (-0.035-0.132)","-0.255 (-1.492-0.041)",NA,NA,NA,838.107270228849,67.9351519207776,6
1732,"-2.584*** (-2.741--2.441)","-0.248*** (-0.382--0.12)",NA,NA,"5.078*** (4.046-6.135)","0.151 (-1.028-1.341)",NA,"-0.26** (-0.446--0.085)","-0.056 (-0.149-0.032)",NA,NA,NA,"-0.371 (-1.153-0.211)","-0.052 (-0.176-0.054)",838.109799977106,67.9376816690348,5
1733,"-2.591*** (-2.75--2.446)","-0.199** (-0.334--0.072)",NA,NA,"5.11*** (4.097-6.151)","0.074 (-1.077-1.23)","-0.296** (-0.476--0.126)",NA,NA,"0.08* (-0.016-0.149)",NA,NA,"-0.219 (-1.094-0.466)","-0.065 (-0.188-0.041)",838.1202185132,67.948100205129,5
1734,"-2.62*** (-2.779--2.475)",NA,NA,NA,"5.553*** (4.591-6.531)","-0.261 (-1.378-0.879)","-0.316*** (-0.489--0.153)","-0.294*** (-0.475--0.122)",NA,NA,NA,"-0.012 (-0.103-0.08)","-0.104 (-0.914-0.507)","-0.062 (-0.185-0.043)",838.139313305273,67.9671949972018,5
1735,"-2.622*** (-2.785--2.474)","-0.175* (-0.312--0.045)",NA,NA,"4.986*** (3.964-6.036)","0.272 (-0.897-1.449)","-0.273** (-0.451--0.108)","-0.244** (-0.428--0.072)",NA,"0.054 (-0.051-0.118)",NA,"-0.015 (-0.106-0.078)",NA,"-0.078 (-0.202-0.029)",838.181190733031,68.0090724249604,6
1736,"-2.613*** (-2.782--2.471)",NA,NA,NA,"5.812*** (4.875-6.768)","-0.6 (-1.678-0.495)","-0.388*** (-0.565--0.218)",NA,NA,"0.092** (0.003-0.156)","-0.118 (-1.238-0.044)",NA,NA,"-0.051 (-0.172-0.052)",838.184049009641,68.0119307015698,4
1737,"-2.611*** (-2.774--2.463)","-0.186** (-0.324--0.056)",NA,NA,"5.003*** (3.979-6.053)","0.28 (-0.891-1.46)","-0.239** (-0.416--0.075)","-0.24** (-0.425--0.066)","-0.052 (-0.145-0.036)",NA,NA,NA,"-0.139 (-0.958-0.481)","-0.086 (-0.211-0.022)",838.196016283586,68.023897975515,6
1738,"-2.618*** (-2.812--2.456)","-0.235*** (-0.369--0.108)",NA,NA,"4.992*** (3.959-6.05)","0.199 (-0.981-1.389)",NA,"-0.299*** (-0.479--0.129)",NA,NA,"-0.444 (-1.795--0.018)",NA,"-0.177 (-1.015-0.47)","-0.045 (-0.168-0.06)",838.204298391159,68.0321800830877,5
1739,"-2.633*** (-2.801--2.488)",NA,NA,NA,"5.772*** (4.806-6.754)","-0.449 (-1.555-0.68)","-0.285*** (-0.453--0.123)","-0.281** (-0.465--0.108)","-0.053 (-0.184-0.072)",NA,"-0.108 (-1.188-0.057)","0.034 (-0.098-0.169)",NA,NA,838.218778651936,68.0466603438654,5
1740,"-2.588*** (-2.745--2.445)","-0.236*** (-0.368--0.111)",NA,NA,"5.261*** (4.235-6.309)","-0.007 (-1.17-1.172)",NA,"-0.259** (-0.444--0.084)","-0.089 (-0.222-0.038)",NA,NA,"0.058 (-0.075-0.194)","-0.37 (-1.151-0.211)",NA,838.257547078966,68.0854287708953,5
1741,"-2.61*** (-2.786--2.463)","-0.191** (-0.325--0.064)",NA,NA,"5.251*** (4.26-6.264)","-0.062 (-1.189-1.077)","-0.276** (-0.454--0.109)",NA,NA,"0.078* (-0.012-0.142)","-0.143 (-1.31-0.042)","-0.034 (-0.122-0.056)",NA,NA,838.278484282512,68.1063659744412,5
1742,"-2.569*** (-2.718--2.433)","-0.28*** (-0.412--0.155)",NA,NA,"5.345*** (4.317-6.398)","-0.159 (-1.317-1.008)",NA,NA,"-0.139* (-0.274--0.009)",NA,NA,"0.064 (-0.071-0.202)",NA,"-0.053 (-0.177-0.052)",838.299784697517,68.1276663894462,4
1743,"-2.559*** (-2.71--2.421)","-0.27*** (-0.399--0.147)",NA,NA,"5.343*** (4.344-6.364)","-0.172 (-1.308-0.978)",NA,NA,"-0.085 (-0.173-0)","0.041 (-0.062-0.106)",NA,NA,"-0.395 (-1.221-0.24)",NA,838.318056343685,68.1459380356142,4
1744,"-2.63*** (-2.817--2.472)","-0.236*** (-0.37--0.109)",NA,NA,"4.996*** (3.963-6.054)","0.191 (-0.988-1.381)",NA,"-0.293** (-0.476--0.119)",NA,NA,"-0.544 (-1.832-0.014)","-0.011 (-0.102-0.081)",NA,"-0.047 (-0.17-0.058)",838.385118802892,68.2130004948209,5
1745,"-2.606*** (-2.758--2.467)",NA,NA,NA,"5.798*** (4.858-6.756)","-0.585 (-1.667-0.517)","-0.389*** (-0.564--0.222)",NA,NA,"0.082* (-0.01-0.141)",NA,"-0.042 (-0.13-0.048)",NA,"-0.055 (-0.177-0.049)",838.385337438466,68.2132191303954,4
1746,"-2.557*** (-2.708--2.419)","-0.279*** (-0.411--0.154)",NA,NA,"5.243*** (4.225-6.287)","-0.078 (-1.236-1.088)",NA,NA,"-0.094* (-0.184--0.008)",NA,NA,NA,"-0.278 (-1.048-0.297)","-0.049 (-0.172-0.056)",838.38628849434,68.2141701862693,4
1747,"-2.629*** (-2.803--2.482)",NA,NA,NA,"5.724*** (4.774-6.687)","-0.414 (-1.512-0.709)","-0.287*** (-0.455--0.125)","-0.281** (-0.466--0.108)","-0.03 (-0.12-0.056)",NA,"-0.094 (-1.211-0.067)",NA,"-0.055 (-0.884-0.586)",NA,838.441963084217,68.2698447761459,5
1748,"-2.579*** (-2.761--2.43)","-0.267*** (-0.396--0.144)",NA,NA,"5.333*** (4.334-6.352)","-0.172 (-1.306-0.976)",NA,NA,"-0.086 (-0.174--0.002)",NA,"-0.244 (-1.517-0.054)",NA,"-0.149 (-0.969-0.492)",NA,838.442892606202,68.2707742981308,4
1749,"-2.617*** (-2.786--2.475)",NA,NA,NA,"5.903*** (4.988-6.834)","-0.688 (-1.745-0.39)","-0.367*** (-0.539--0.202)",NA,NA,"0.09** (0-0.154)","-0.121 (-1.259-0.045)","-0.036 (-0.124-0.054)",NA,NA,838.444552069939,68.2724337618681,4
1750,"-2.563*** (-2.713--2.425)","-0.269*** (-0.398--0.147)",NA,NA,"5.421*** (4.408-6.457)","-0.231 (-1.372-0.923)",NA,NA,"-0.127 (-0.259--0.001)",NA,NA,"0.058 (-0.075-0.194)","-0.277 (-1.047-0.297)",NA,838.461231231961,68.28911292389,4
1751,"-2.641*** (-2.833--2.479)","-0.226*** (-0.358--0.101)",NA,NA,"5.11*** (4.103-6.138)","0.083 (-1.071-1.252)",NA,"-0.284** (-0.467--0.11)",NA,"0.034 (-0.07-0.096)","-0.641 (-1.984--0.008)","-0.006 (-0.097-0.087)",NA,NA,838.462090523224,68.2899722151527,5
1752,"-2.631*** (-2.819--2.474)","-0.166* (-0.302--0.037)",NA,NA,"5.125*** (4.119-6.152)","0.142 (-1.008-1.308)","-0.238** (-0.417--0.071)","-0.253** (-0.433--0.082)",NA,"0.074 (-0.028-0.145)","-0.205 (-1.456-0.056)",NA,"-0.202 (-1.097-0.495)",NA,838.474501237075,68.3023829290038,6
1753,"-2.723*** (-2.917--2.557)","-0.188** (-0.329--0.053)",NA,"0.902*** (0.601-1.193)","5.365*** (4.258-6.507)","-0.006 (-1.263-1.255)","-0.216* (-0.402--0.043)","-0.188* (-0.377--0.013)","-0.108 (-0.249-0.026)","0.064 (-0.049-0.137)","-0.11 (-1.258-0.052)","0.082 (-0.058-0.226)","-0.116 (-1.021-0.596)","-0.071 (-0.202-0.041)",838.488140787203,68.3160224791319,10
1754,"-2.586*** (-2.743--2.442)","-0.238*** (-0.37--0.112)",NA,NA,"5.19*** (4.177-6.223)","0.043 (-1.114-1.217)",NA,"-0.254** (-0.44--0.079)","-0.048 (-0.139-0.039)","0.032 (-0.084-0.1)",NA,NA,"-0.453 (-1.281-0.18)",NA,838.517009692362,68.3448913842915,5
1755,"-2.599*** (-2.755--2.457)","-0.251*** (-0.385--0.123)",NA,NA,"5.2*** (4.161-6.265)","0.045 (-1.132-1.233)",NA,"-0.249** (-0.433--0.076)","-0.101 (-0.237-0.028)",NA,NA,"0.063 (-0.071-0.201)",NA,"-0.056 (-0.18-0.051)",838.65870372608,68.4865854180086,5
1756,"-2.603*** (-2.782--2.455)","-0.192** (-0.326--0.065)",NA,NA,"5.252*** (4.26-6.266)","-0.063 (-1.19-1.076)","-0.277** (-0.454--0.108)",NA,NA,"0.085* (-0.007-0.153)","-0.11 (-1.28-0.055)",NA,"-0.15 (-1.036-0.55)",NA,838.68730302855,68.515184720479,5
1757,"-2.615*** (-2.779--2.467)","-0.171* (-0.308--0.042)",NA,NA,"5.189*** (4.179-6.22)","0.101 (-1.05-1.268)","-0.236** (-0.412--0.073)","-0.229* (-0.415--0.054)","-0.038 (-0.13-0.049)","0.067 (-0.04-0.137)",NA,NA,"-0.32 (-1.186-0.352)",NA,838.705620541395,68.533502233324,6
1758,"-2.623*** (-2.781--2.479)",NA,NA,NA,"5.78*** (4.814-6.762)","-0.457 (-1.563-0.673)","-0.287*** (-0.454--0.129)","-0.279** (-0.463--0.106)","-0.053 (-0.184-0.072)",NA,NA,"0.032 (-0.099-0.168)","-0.135 (-0.941-0.472)",NA,838.715838470839,68.5437201627676,5
1759,"-2.641*** (-2.826--2.485)","-0.165* (-0.301--0.037)",NA,NA,"5.138*** (4.134-6.164)","0.126 (-1.023-1.289)","-0.241** (-0.42--0.075)","-0.248** (-0.433--0.075)",NA,"0.068 (-0.032-0.134)","-0.264 (-1.504-0.039)","-0.006 (-0.097-0.087)",NA,NA,838.725177119996,68.5530588119249,6
1760,"-2.623*** (-2.797--2.473)","-0.18** (-0.317--0.05)",NA,NA,"4.946*** (3.921-5.997)","0.306 (-0.866-1.485)","-0.241** (-0.418--0.073)","-0.264** (-0.448--0.091)",NA,NA,"-0.121 (-1.229-0.052)","-0.015 (-0.106-0.078)",NA,"-0.079 (-0.204-0.028)",838.776212606259,68.6040942981876,6
1761,"-2.603*** (-2.764--2.46)","-0.205** (-0.339--0.078)",NA,NA,"5.396*** (4.388-6.427)","-0.157 (-1.29-0.989)","-0.228** (-0.402--0.065)",NA,"-0.103 (-0.235-0.023)",NA,"-0.063 (NA-0.062)","0.042 (-0.09-0.178)",NA,NA,838.794683064886,68.6225647568152,5
1762,"-2.681*** (-2.876--2.52)",NA,"1.04*** (0.725-1.344)",NA,"6.494*** (5.52-7.49)","-1.385* (-2.489--0.261)",NA,NA,NA,"0.048 (-0.062-0.117)","-0.368 (-1.716-0.009)","-0.033 (-0.122-0.058)","-0.118 (-0.985-0.56)","0.001 (-0.127-0.108)",838.80435456583,68.632236257759,6
1763,"-2.7*** (-2.902--2.531)","-0.221** (-0.357--0.091)","0.983*** (0.655-1.298)",NA,"5.391*** (4.286-6.528)","-0.108 (-1.36-1.152)",NA,"-0.237* (-0.425--0.059)","-0.108 (-0.248-0.026)","0.034 (-0.088-0.106)","-0.361 (-1.702-0.013)","0.077 (-0.061-0.219)","-0.187 (-1.081-0.507)","-0.06 (-0.192-0.053)",838.812191787838,68.6400734797669,9
1764,"-2.618*** (-2.811--2.457)","-0.227*** (-0.359--0.102)",NA,NA,"5.098*** (4.091-6.126)","0.098 (-1.058-1.268)",NA,"-0.291** (-0.474--0.117)",NA,NA,"-0.413 (-1.753--0.01)","-0.008 (-0.099-0.084)","-0.19 (-1.023-0.452)",NA,838.825343533144,68.6532252250734,5
1765,"-2.594*** (-2.753--2.45)","-0.192** (-0.326--0.065)",NA,NA,"5.25*** (4.258-6.264)","-0.059 (-1.188-1.082)","-0.274** (-0.45--0.109)",NA,NA,"0.08* (-0.016-0.148)",NA,"-0.036 (-0.124-0.054)","-0.25 (-1.112-0.424)",NA,838.86093994624,68.6888216381691,5
1766,"-2.621*** (-2.802--2.469)","-0.179** (-0.316--0.05)",NA,NA,"4.951*** (3.927-6.002)","0.301 (-0.871-1.481)","-0.239** (-0.418--0.07)","-0.271** (-0.451--0.101)",NA,NA,"-0.112 (-1.266-0.062)",NA,"-0.04 (-0.883-0.62)","-0.077 (-0.202-0.029)",838.861038847001,68.68892053893,6
1767,"-2.63*** (-2.805--2.482)",NA,NA,NA,"5.677*** (4.738-6.631)","-0.387 (-1.481-0.733)","-0.289*** (-0.458--0.128)","-0.295*** (-0.477--0.122)",NA,NA,"-0.098 (-1.22-0.067)","-0.006 (-0.097-0.086)","-0.05 (-0.877-0.591)",NA,838.867599014793,68.6954807067224,5
1768,"-2.575*** (-2.724--2.438)","-0.27*** (-0.4--0.147)",NA,NA,"5.461*** (4.45-6.495)","-0.276 (-1.414-0.875)",NA,NA,"-0.126 (-0.257-0)","0.023 (-0.079-0.079)",NA,"0.059 (-0.074-0.195)",NA,NA,838.897260505605,68.725142197534,4
1769,"-2.569*** (-2.719--2.432)","-0.279*** (-0.411--0.154)",NA,NA,"5.288*** (4.27-6.33)","-0.128 (-1.283-1.035)",NA,NA,"-0.091* (-0.181--0.006)","0.019 (-0.084-0.076)",NA,NA,NA,"-0.047 (-0.171-0.058)",838.917412711209,68.7452944031379,4
1770,"-2.613*** (-2.786--2.469)",NA,NA,NA,"5.919*** (5.006-6.849)","-0.707 (-1.76-0.367)","-0.368*** (-0.541--0.203)",NA,NA,"0.095** (0.004-0.164)","-0.102 (-1.245-0.056)",NA,"-0.106 (-0.992-0.586)",NA,838.994666108821,68.8225478007505,4
1771,"-2.602*** (-2.755--2.461)",NA,NA,NA,"5.825*** (4.888-6.781)","-0.614 (-1.692-0.482)","-0.385*** (-0.561--0.217)",NA,NA,"0.091* (-0.004-0.16)",NA,NA,"-0.182 (-1.056-0.496)","-0.049 (-0.17-0.055)",839.004240401684,68.8321220936135,4
1772,"-2.604*** (-2.758--2.466)",NA,NA,NA,"5.896*** (4.957-6.853)","-0.644 (-1.726-0.457)","-0.352*** (-0.526--0.187)",NA,"-0.079 (-0.169-0.007)",NA,"-0.052 (NA-0.066)",NA,NA,"-0.068 (-0.19-0.037)",839.033287424962,68.8611691168907,4
1773,"-2.626*** (-2.788--2.479)","-0.171* (-0.308--0.042)",NA,NA,"5.273*** (4.254-6.316)","0.027 (-1.126-1.195)","-0.24** (-0.415--0.079)","-0.224* (-0.409--0.05)","-0.067 (-0.2-0.059)","0.054 (-0.051-0.117)",NA,"0.042 (-0.09-0.178)",NA,NA,839.066798774115,68.8946804660441,6
1774,"-2.604*** (-2.758--2.463)",NA,NA,NA,"5.906*** (4.991-6.838)","-0.691 (-1.749-0.388)","-0.366*** (-0.536--0.203)",NA,NA,"0.09* (-0.005-0.158)",NA,"-0.038 (-0.126-0.052)","-0.207 (-1.07-0.463)",NA,839.102386435225,68.9302681271537,4
1775,"-2.603*** (-2.753--2.465)",NA,NA,NA,"5.95*** (4.994-6.926)","-0.685 (-1.774-0.423)","-0.352*** (-0.526--0.188)",NA,"-0.103 (-0.238-0.025)",NA,NA,"0.034 (-0.099-0.171)",NA,"-0.07 (-0.192-0.035)",839.123999017865,68.9518807097943,4
1776,"-2.601*** (-2.767--2.456)","-0.203** (-0.338--0.076)",NA,NA,"5.345*** (4.35-6.362)","-0.123 (-1.252-1.018)","-0.231** (-0.407--0.068)",NA,"-0.074 (-0.163-0.011)",NA,"-0.06 (NA-0.07)",NA,"-0.016 (-0.832-0.617)",NA,839.176312472578,69.0041941645067,5
1777,"-2.597*** (-2.755--2.454)","-0.205** (-0.339--0.078)",NA,NA,"5.402*** (4.393-6.434)","-0.163 (-1.298-0.984)","-0.228** (-0.403--0.066)",NA,"-0.104 (-0.235-0.023)",NA,NA,"0.041 (-0.091-0.177)","-0.08 (-0.877-0.527)",NA,839.185125160691,69.0130068526204,5
1778,"-2.583*** (-2.741--2.439)","-0.241*** (-0.375--0.114)",NA,NA,"5.041*** (4.009-6.1)","0.158 (-1.022-1.348)",NA,"-0.286** (-0.465--0.115)",NA,"0.031 (-0.085-0.099)",NA,NA,"-0.455 (-1.281-0.178)","-0.038 (-0.161-0.067)",839.203887293989,69.0317689859181,5
1779,"-2.712*** (-2.905--2.548)","-0.165* (-0.305--0.032)","0.974*** (0.645-1.289)",NA,"5.304*** (4.209-6.433)","0.043 (-1.202-1.294)","-0.25** (-0.436--0.075)","-0.209* (-0.397--0.032)","-0.094 (-0.234-0.04)","0.065 (-0.049-0.138)","-0.126 (-1.304-0.049)","0.063 (-0.075-0.205)","-0.076 (-0.992-0.638)","-0.091 (-0.224-0.024)",839.342447214158,69.1703289060872,10
1780,"-2.602*** (-2.755--2.463)",NA,NA,NA,"5.906*** (4.966-6.863)","-0.654 (-1.736-0.447)","-0.355*** (-0.53--0.189)",NA,"-0.079 (-0.169-0.007)",NA,NA,NA,"0.017 (-0.781-0.619)","-0.068 (-0.19-0.037)",839.369740979376,69.1976226713047,4
1781,"-2.613*** (-2.776--2.464)","-0.18** (-0.317--0.05)",NA,NA,"4.96*** (3.936-6.011)","0.291 (-0.88-1.471)","-0.243** (-0.42--0.078)","-0.262** (-0.445--0.089)",NA,NA,NA,"-0.016 (-0.108-0.077)","-0.136 (-0.951-0.483)","-0.077 (-0.202-0.03)",839.386538387299,69.2144200792285,6
1782,"-2.616*** (-2.78--2.467)","-0.167* (-0.304--0.038)",NA,NA,"5.143*** (4.138-6.169)","0.125 (-1.024-1.29)","-0.242** (-0.418--0.079)","-0.246** (-0.43--0.073)",NA,"0.068 (-0.038-0.138)",NA,"-0.008 (-0.1-0.084)","-0.319 (-1.184-0.353)",NA,839.390863610046,69.2187453019748,6
1783,"-2.598*** (-2.755--2.456)","-0.25*** (-0.385--0.122)",NA,NA,"5.14*** (4.11-6.194)","0.078 (-1.096-1.263)",NA,"-0.248** (-0.434--0.073)","-0.056 (-0.149-0.032)","0.006 (-0.113-0.068)",NA,NA,NA,"-0.051 (-0.175-0.055)",839.485954840017,69.3138365319461,5
1784,"-2.584*** (-2.742--2.44)","-0.241*** (-0.375--0.114)",NA,NA,"5.032*** (4-6.09)","0.163 (-1.016-1.353)",NA,"-0.286** (-0.469--0.113)",NA,NA,NA,"-0.013 (-0.104-0.08)","-0.372 (-1.149-0.208)","-0.042 (-0.165-0.063)",839.56750897494,69.3953906668695,5
1785,"-2.603*** (-2.759--2.461)","-0.239*** (-0.371--0.114)",NA,NA,"5.32*** (4.297-6.365)","-0.076 (-1.234-1.097)",NA,"-0.246** (-0.431--0.072)","-0.089 (-0.222-0.037)","0.01 (-0.106-0.071)",NA,"0.058 (-0.074-0.194)",NA,NA,839.587959942694,69.4158416346228,5
1786,"-2.593*** (-2.754--2.45)","-0.207** (-0.341--0.079)",NA,NA,"5.074*** (4.064-6.111)","0.095 (-1.055-1.25)","-0.268** (-0.445--0.101)",NA,NA,NA,"-0.061 (NA-0.062)","-0.045 (-0.133-0.045)",NA,"-0.073 (-0.197-0.033)",839.59775814349,69.4256398354189,5
1787,"-2.585*** (-2.744--2.441)","-0.234*** (-0.366--0.109)",NA,NA,"5.129*** (4.122-6.157)","0.074 (-1.082-1.246)",NA,"-0.279** (-0.462--0.105)",NA,"0.033 (-0.082-0.101)",NA,"-0.009 (-0.1-0.084)","-0.457 (-1.281-0.175)",NA,839.636925215533,69.4648069074617,5
1788,"-2.627*** (-2.801--2.478)","-0.176** (-0.313--0.047)",NA,NA,"5.241*** (4.219-6.285)","0.053 (-1.102-1.224)","-0.207* (-0.381--0.044)","-0.243** (-0.429--0.068)","-0.069 (-0.202-0.057)",NA,"-0.121 (-1.241-0.053)","0.044 (-0.088-0.18)",NA,NA,839.690177458353,69.5180591502817,6
1789,"-2.59*** (-2.748--2.446)","-0.206** (-0.34--0.078)",NA,NA,"5.086*** (4.076-6.124)","0.082 (-1.068-1.238)","-0.27** (-0.449--0.103)",NA,NA,NA,NA,"-0.045 (-0.134-0.044)","-0.025 (-0.825-0.585)","-0.073 (-0.197-0.034)",840.032868262172,69.8607499541009,5
1790,"-2.621*** (-2.8--2.471)","-0.175* (-0.312--0.046)",NA,NA,"5.184*** (4.174-6.215)","0.093 (-1.058-1.26)","-0.209* (-0.383--0.045)","-0.244** (-0.43--0.069)","-0.039 (-0.131-0.048)",NA,"-0.096 (-1.245-0.066)",NA,"-0.094 (-0.926-0.555)",NA,840.042418599806,69.8703002917347,6
1791,"-2.589*** (-2.761--2.446)",NA,NA,NA,"6.397*** (5.494-7.315)","-1.275* (-2.3--0.227)",NA,NA,"-0.082 (-0.169-0.002)",NA,"-0.419 (-1.663--0.027)",NA,NA,NA,840.046227490704,69.8741091826333,2
1792,"-2.725*** (-2.926--2.557)",NA,NA,"0.943*** (0.649-1.226)","6.343*** (5.303-7.408)","-1.048 (-2.225-0.152)",NA,"-0.27** (-0.456--0.093)","-0.094 (-0.233-0.038)","0.04 (-0.086-0.112)","-0.405 (-1.753--0.004)","0.077 (-0.061-0.22)","-0.201 (-1.078-0.479)","-0.008 (-0.134-0.1)",840.107564556962,69.935446248891,8
1793,"-2.615*** (-2.778--2.468)","-0.177** (-0.314--0.048)",NA,NA,"5.247*** (4.224-6.291)","0.049 (-1.107-1.221)","-0.207* (-0.381--0.048)","-0.241** (-0.427--0.067)","-0.07 (-0.203-0.057)",NA,NA,"0.043 (-0.089-0.179)","-0.176 (-0.985-0.438)",NA,840.160490065992,69.9883717579208,6
1794,"-2.61*** (-2.764--2.472)",NA,NA,NA,"6.082*** (5.144-7.038)","-0.829 (-1.893-0.256)","-0.325*** (-0.494--0.164)",NA,"-0.089 (-0.219-0.036)",NA,"-0.052 (NA-0.067)","0.028 (-0.103-0.163)",NA,NA,840.407577449977,70.2354591419058,4
1795,"-2.594*** (-2.761--2.449)","-0.206** (-0.34--0.079)",NA,NA,"5.104*** (4.094-6.141)","0.062 (-1.087-1.216)","-0.271** (-0.45--0.101)",NA,NA,NA,"-0.066 (NA-0.065)",NA,"0.059 (-0.761-0.698)","-0.069 (-0.192-0.037)",840.536121046876,70.3640027388051,5
1796,"-2.61*** (-2.769--2.47)",NA,NA,NA,"6.042*** (5.124-6.976)","-0.8 (-1.856-0.276)","-0.329*** (-0.498--0.167)",NA,"-0.068 (-0.157-0.016)",NA,"-0.055 (NA-0.072)",NA,"0.045 (-0.765-0.665)",NA,840.565559153905,70.3934408458346,4
1797,"-2.594*** (-2.777--2.442)","-0.263*** (-0.392--0.14)",NA,NA,"5.228*** (4.235-6.241)","-0.129 (-1.261-1.015)",NA,NA,NA,"0.042 (-0.052-0.102)","-0.484 (-1.788--0.018)","-0.038 (-0.126-0.051)",NA,NA,840.638292960451,70.46617465238,4
1798,"-2.607*** (-2.76--2.468)",NA,NA,NA,"6.088*** (5.149-7.045)","-0.835 (-1.901-0.25)","-0.327*** (-0.497--0.166)",NA,"-0.088 (-0.219-0.037)",NA,NA,"0.027 (-0.104-0.162)","-0.014 (-0.804-0.583)",NA,840.736951726743,70.5648334186725,4
1799,"-2.622*** (-2.802--2.471)","-0.171* (-0.307--0.042)",NA,NA,"5.135*** (4.13-6.161)","0.12 (-1.03-1.284)","-0.214* (-0.388--0.05)","-0.262** (-0.446--0.089)",NA,NA,"-0.101 (-1.256-0.066)","-0.009 (-0.099-0.084)","-0.086 (-0.916-0.563)",NA,840.767528847375,70.5954105393041,6
1800,"-2.701*** (-2.893--2.541)",NA,NA,"0.999*** (0.709-1.279)","6.717*** (5.712-7.748)","-1.495** (-2.621--0.349)",NA,NA,"-0.132 (-0.27-0)","0.048 (-0.064-0.117)","-0.278 (-1.571-0.043)","0.076 (-0.062-0.219)","-0.168 (-1.037-0.516)","-0.003 (-0.128-0.105)",840.825487045775,70.653368737704,7
1801,"-2.599*** (-2.756--2.456)","-0.244*** (-0.378--0.116)",NA,NA,"5.095*** (4.066-6.15)","0.089 (-1.086-1.274)",NA,"-0.274** (-0.457--0.101)",NA,"0.008 (-0.11-0.069)",NA,"-0.013 (-0.104-0.08)",NA,"-0.041 (-0.164-0.064)",840.949645896307,70.7775275882361,5
1802,"-2.578*** (-2.764--2.424)","-0.264*** (-0.393--0.141)",NA,NA,"5.22*** (4.226-6.235)","-0.119 (-1.252-1.026)",NA,NA,NA,"0.052 (-0.043-0.118)","-0.389 (-1.713--0.001)",NA,"-0.239 (-1.108-0.444)",NA,840.962528917207,70.7904106091361,4
1803,"-2.553*** (-2.694--2.423)",NA,NA,NA,"6.429*** (5.527-7.346)","-1.299* (-2.324--0.25)",NA,NA,"-0.083 (-0.171-0.001)",NA,NA,NA,"-0.271 (-1.03-0.29)",NA,841.017311396615,70.8451930885443,2
1804,"-2.59*** (-2.772--2.438)","-0.268*** (-0.399--0.144)",NA,NA,"5.167*** (4.148-6.213)","-0.076 (-1.232-1.088)",NA,NA,NA,"0.044 (-0.049-0.103)","-0.497 (-1.797--0.011)",NA,NA,"-0.029 (-0.151-0.074)",841.081393109493,70.9092748014222,4
1805,"-2.566*** (-2.706--2.437)",NA,NA,NA,"6.531*** (5.614-7.465)","-1.386** (-2.416--0.334)",NA,NA,"-0.118 (-0.25-0.007)",NA,NA,"0.051 (-0.081-0.187)",NA,NA,841.205701682386,71.0335833743146,2
1806,"-2.601*** (-2.755--2.463)",NA,NA,NA,"5.812*** (4.875-6.767)","-0.617 (-1.696-0.482)","-0.358*** (-0.531--0.192)",NA,NA,NA,"-0.051 (NA-0.067)","-0.045 (-0.133-0.044)",NA,"-0.056 (-0.178-0.048)",841.258516425656,71.0863981175855,4
1807,"-2.579*** (-2.756--2.432)","-0.271*** (-0.402--0.146)",NA,NA,"5.143*** (4.126-6.187)","-0.052 (-1.208-1.112)",NA,NA,NA,NA,"-0.345 (-1.576--0.007)","-0.044 (-0.132-0.045)",NA,"-0.036 (-0.159-0.067)",841.277861056583,71.1057427485117,4
1808,"-2.597*** (-2.763--2.452)","-0.198** (-0.332--0.072)",NA,NA,"5.253*** (4.263-6.265)","-0.082 (-1.209-1.056)","-0.245** (-0.419--0.081)",NA,NA,NA,"-0.061 (NA-0.069)","-0.038 (-0.126-0.051)","0.004 (-0.806-0.633)",NA,841.361947343357,71.1898290352863,5
1809,"-2.55*** (-2.701--2.413)","-0.268*** (-0.397--0.145)",NA,NA,"5.236*** (4.242-6.251)","-0.126 (-1.261-1.021)",NA,NA,NA,"0.042 (-0.058-0.107)",NA,"-0.04 (-0.128-0.049)","-0.391 (-1.211-0.241)",NA,841.408940187421,71.23682187935,4
1810,"-2.565*** (-2.705--2.436)",NA,NA,NA,"6.469*** (5.57-7.383)","-1.345** (-2.367--0.3)",NA,NA,"-0.08 (-0.168-0.003)","0.023 (-0.084-0.08)",NA,NA,NA,NA,841.486161811989,71.3140435039178,2
1811,"-2.715*** (-2.916--2.547)",NA,"1.015*** (0.693-1.324)",NA,"6.237*** (5.212-7.284)","-0.961 (-2.124-0.228)",NA,"-0.291** (-0.478--0.115)","-0.088 (-0.226-0.045)","0.037 (-0.092-0.11)","-0.488 (-1.867--0.015)","0.068 (-0.068-0.209)","-0.164 (-1.048-0.515)","-0.026 (-0.156-0.084)",841.488142502487,71.3160241944162,8
1812,"-2.572*** (-2.755--2.423)","-0.264*** (-0.394--0.142)",NA,NA,"5.222*** (4.229-6.235)","-0.123 (-1.255-1.022)",NA,NA,NA,NA,"-0.263 (-1.548-0.048)","-0.042 (-0.129-0.047)","-0.133 (-0.946-0.504)",NA,841.573100060304,71.4009817522334,4
